"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa014638","Zm00001eb013460",0.224480545430351,0.696759019398086,0.0122085076226217,"NS","NS","NS"
"Td00001aa014643","Zm00001eb013490",0.183997765503933,0.283924554600039,0.492612846181927,"NS","NS","NS"
"Td00001aa014647","Zm00001eb013520",-0.00838596011080149,0.154675516325253,0.8270138639679,"NS","NS","NS"
"Td00001aa014665","Zm00001eb013710",0.272198847598956,0.21656056746361,0.515236922390606,"NS","NS","NS"
"Td00001aa014670","Zm00001eb013760",0.199245757807352,0.513108653414993,0.222911716465126,"NS","NS","NS"
"Td00001aa014685","Zm00001eb013940",-0.407480815819272,0.31572161563641,0.476312882427153,"NS","NS","NS"
"Td00001aa014689","Zm00001eb013990",0.823673659918,0.339201997783536,0.859963409173581,"NS","NS","NS"
"Td00001aa014741","Zm00001eb014750",-0.0999183948458604,0.0230640735193926,0.980884508604077,"NS","NS","NS"
"Td00001aa014750","Zm00001eb014850",-0.12290551612132,0.561298560203833,0.200308593708179,"NS","NS","NS"
"Td00001aa014754","Zm00001eb014890",0.15270014855029,0.22384814385068,0.661439873728746,"NS","NS","NS"
"Td00001aa014755","Zm00001eb014900",0.127552302100219,-0.0839766581580168,0.862336780177433,"NS","NS","NS"
"Td00001aa014772","Zm00001eb015040",0.0763448840933082,-0.174202370718578,0.769760541996549,"NS","NS","NS"
"Td00001aa014774","Zm00001eb015060",-0.0018836994111545,0.126678172285998,0.77560082287607,"NS","NS","NS"
"Td00001aa014788","Zm00001eb015230",-0.323114107017237,-0.600588987290181,0.365653189569723,"NS","NS","NS"
"Td00001aa014789","Zm00001eb015240",-0.514468918849881,0.251678132331571,0.699552364017917,"NS","NS","NS"
"Td00001aa014800","Zm00001eb015330",-0.236152829905942,0.434339160251989,0.215600282308716,"NS","NS","NS"
"Td00001aa014808","Zm00001eb015470",-0.0654521528933558,0.502354575502614,0.151243662833401,"NS","NS","NS"
"Td00001aa014817","Zm00001eb015620",0.662659508710166,0.992838393417561,0.00752051292194885,"NS","NS","NS"
"Td00001aa014836","Zm00001eb015840",-0.364753501898473,-0.231781354057409,0.709626130657065,"NS","NS","NS"
"Td00001aa014840","Zm00001eb015880",0.690278863357163,-0.427801289843899,0.155545951108615,"NS","NS","NS"
"Td00001aa014847","Zm00001eb015930",-1.43104495716962,0.377537058251377,0.23869722554674,"Down","NS","NS"
"Td00001aa014861","Zm00001eb016110",0.136391686942388,0.313202481143845,0.408290602917938,"NS","NS","NS"
"Td00001aa014867","Zm00001eb016170",-0.00227761413499955,-0.0573951680758091,0.944405738058468,"NS","NS","NS"
"Td00001aa014873","Zm00001eb016240",-0.440321953413879,0.473414235641987,0.114984995450793,"NS","NS","NS"
"Td00001aa014922","Zm00001eb016670",-0.0189275797348963,0.263357224604074,0.646872699535498,"NS","NS","NS"
"Td00001aa014943","Zm00001eb016940",0.391122504199407,0.3331748090406,0.382693743176839,"NS","NS","NS"
"Td00001aa014951","Zm00001eb017050",0.265706990916345,0.097720612562749,0.88532039393162,"NS","NS","NS"
"Td00001aa014960","Zm00001eb017130",-0.24078726056384,0.0139171036750504,0.988421696118217,"NS","NS","NS"
"Td00001aa014970","Zm00001eb017230",-0.395575771817535,-1.40792334439323,0.551356416498711,"NS","NS","NS"
"Td00001aa014977","Zm00001eb017330",-0.549515555995086,0.109467670740855,0.889047987768392,"NS","NS","NS"
"Td00001aa014980","Zm00001eb017400",-0.0983562932066646,-0.0168530751044626,0.991244375336503,"NS","NS","NS"
"Td00001aa014986","Zm00001eb017520",-0.0715309985936546,0.515365578594993,0.112627469189604,"NS","NS","NS"
"Td00001aa015117","Zm00001eb018960",-1.07216654582605,0.153412193845144,0.902989237434443,"Down","NS","NS"
"Td00001aa015138","Zm00001eb019210",0.260368250146477,0.222290334423202,0.857835122605894,"NS","NS","NS"
"Td00001aa015176","Zm00001eb019510",-0.243628073391946,-0.142362807458858,0.816001420490771,"NS","NS","NS"
"Td00001aa015178","Zm00001eb019520",-0.0816303340082067,-0.17311465143598,0.769038920776382,"NS","NS","NS"
"Td00001aa015181","Zm00001eb019530",0.0995370048533075,0.0579946459172701,0.92026000249383,"NS","NS","NS"
"Td00001aa015258","Zm00001eb020330",0.695570564479652,0.274666175231562,0.752745412310689,"NS","NS","NS"
"Td00001aa015265","Zm00001eb020370",0.218466941550524,0.870859630489649,0.0168609932049078,"NS","NS","NS"
"Td00001aa015308","Zm00001eb020790",-0.930998431052162,-0.33569725115363,0.491532465032096,"NS","NS","NS"
"Td00001aa015328","Zm00001eb021020",-0.010678520909917,0.311529361739943,0.658410431267517,"NS","NS","NS"
"Td00001aa015350","Zm00001eb021240",-0.158912987403952,0.264060606929377,0.52745382549179,"NS","NS","NS"
"Td00001aa015352","Zm00001eb021270",-0.498232729102594,0.220441823460344,0.815833311674187,"NS","NS","NS"
"Td00001aa015444","Zm00001eb022570",-0.798642804009366,0.503200508308242,0.583624465374598,"NS","NS","NS"
"Td00001aa015495","Zm00001eb022930",-0.14576612069697,0.197644880035023,0.693455098766688,"NS","NS","NS"
"Td00001aa015586","Zm00001eb023820",-0.370005920355048,0.136875473316562,0.676874988827615,"NS","NS","NS"
"Td00001aa015608","Zm00001eb024030",0.675588236255427,-0.447776382986823,0.667341064555911,"NS","NS","NS"
"Td00001aa015612","Zm00001eb024130",-0.250648920249638,-0.842217482752434,0.0883262741752998,"NS","NS","NS"
"Td00001aa015617","Zm00001eb024200",0.117372928323953,0.0338561994788492,0.941147692834838,"NS","NS","NS"
"Td00001aa015619","Zm00001eb024230",-1.00406266168774,0.415490140493208,0.24536310357876,"Down","NS","NS"
"Td00001aa015624","Zm00001eb024280",-0.808949841884235,0.544738678406743,0.0465619635480331,"NS","NS","NS"
"Td00001aa015631","Zm00001eb390320",0.486190830815577,-0.225747730218686,0.851587113998401,"NS","NS","NS"
"Td00001aa015632","Zm00001eb024330",-0.978944735477149,-0.142404388259537,0.788476326651474,"NS","NS","NS"
"Td00001aa015644","Zm00001eb024450",0.629656967121813,0.0569654985898036,0.938637098122568,"NS","NS","NS"
"Td00001aa015645","Zm00001eb024460",-0.116540015827565,-0.741581886119871,0.241966235030476,"NS","NS","NS"
"Td00001aa015658","Zm00001eb024700",-0.0814499528697575,0.743572731309106,0.0221960764831905,"NS","NS","NS"
"Td00001aa015663","Zm00001eb024800",-0.212912942363817,-0.344992119833824,0.47241187088661,"NS","NS","NS"
"Td00001aa015695","Zm00001eb025210",-0.146967393941731,0.317867881236858,0.782635346758955,"NS","NS","NS"
"Td00001aa015706","Zm00001eb025390",0.0293000002785787,-0.874129839906614,0.0658005118229723,"NS","NS","NS"
"Td00001aa015709","Zm00001eb025460",-0.644671277658863,0.557272849184897,0.348552316178907,"NS","NS","NS"
"Td00001aa015748","Zm00001eb025800",-0.13500087135189,0.0292323623294462,0.963136965398261,"NS","NS","NS"
"Td00001aa015826","Zm00001eb026690",-0.81223935581897,0.959616499058097,0.00790591411970594,"NS","NS","NS"
"Td00001aa015844","Zm00001eb026940",0.152791633151198,0.390886850932475,0.142553394014781,"NS","NS","NS"
"Td00001aa015872","Zm00001eb210150",0.00441529484203801,0.0719609843402906,0.862196850939104,"NS","NS","NS"
"Td00001aa015898","Zm00001eb209960",-0.19529594235002,0.151105308412397,0.778202760485093,"NS","NS","NS"
"Td00001aa015927","Zm00001eb209770",-0.675340112384368,-0.347074605673819,0.409419896488011,"NS","NS","NS"
"Td00001aa015928","Zm00001eb209760",-0.423537762064787,2.73445909083376,7.85405552099356e-06,"NS","Up","NS"
"Td00001aa015942","Zm00001eb209550",0.32159061175634,-1.9707706363079,1.03485590398397e-05,"NS","Down","NS"
"Td00001aa015946","Zm00001eb209270",0.075566133859483,-0.515683599540025,0.260413075591606,"NS","NS","NS"
"Td00001aa015954","Zm00001eb209380",-0.368540584755712,-0.844903632479979,0.0803804312087036,"NS","NS","NS"
"Td00001aa015991","Zm00001eb209000",-0.153360879797653,0.338178412546806,0.590687178319226,"NS","NS","NS"
"Td00001aa016015","Zm00001eb208760",0.310177230649823,0.92423557051015,0.0950272109874307,"NS","NS","NS"
"Td00001aa016019","Zm00001eb208570",0.0418975427228815,-0.393900464817966,0.275163276334927,"NS","NS","NS"
"Td00001aa016032","Zm00001eb208440",-0.210995295031791,-0.473217750203761,0.337327339320887,"NS","NS","NS"
"Td00001aa016034","Zm00001eb208420",-0.079994101229094,-0.224818571606499,0.618583383171806,"NS","NS","NS"
"Td00001aa016044","Zm00001eb208310",-0.19517072819138,0.452081862469333,0.164099224167656,"NS","NS","NS"
"Td00001aa016047","Zm00001eb208240",-0.349895647443813,-0.0526453151988561,0.928149966747846,"NS","NS","NS"
"Td00001aa016055","Zm00001eb208140",-0.22859793428734,3.45219594887047,9.49758258962594e-06,"NS","Up","NS"
"Td00001aa016065","Zm00001eb208050",0.0419093459994678,0.351510325302773,0.165592845379003,"NS","NS","NS"
"Td00001aa016069","Zm00001eb208030",0.191196911935734,-0.686222348980813,0.0271707627565751,"NS","NS","NS"
"Td00001aa016071","Zm00001eb208010",-0.206735063258215,0.71012406490551,0.00742938706678728,"NS","NS","NS"
"Td00001aa016074","Zm00001eb207980",-0.303057265592117,0.639856459577105,0.0721883158284477,"NS","NS","NS"
"Td00001aa016098","Zm00001eb207780",-0.065723997316256,0.0402377584448949,0.93039486682919,"NS","NS","NS"
"Td00001aa016140","Zm00001eb207410",-0.186841646905327,-0.740173327408965,0.0300183599699805,"NS","NS","NS"
"Td00001aa016142","Zm00001eb207390",0.536148042924871,-0.0759449807402888,0.880938749033793,"NS","NS","NS"
"Td00001aa016152","Zm00001eb207300",0.599468884996251,-0.00551564589106175,0.995201556793762,"NS","NS","NS"
"Td00001aa016153","Zm00001eb207290",0.351019858576169,-0.0629580218044506,0.92607196058583,"NS","NS","NS"
"Td00001aa016155","Zm00001eb207270",-0.540021273775892,-0.233433334963021,0.639345520514236,"NS","NS","NS"
"Td00001aa016192","Zm00001eb206800",0.160201751653737,1.47601644531614,2.44927734084219e-06,"NS","Up","NS"
"Td00001aa016203","Zm00001eb206740",0.666119435297627,0.552256977889968,0.0372997553167803,"NS","NS","NS"
"Td00001aa016207","Zm00001eb206700",0.167711580355908,0.186265641823745,0.745419868490804,"NS","NS","NS"
"Td00001aa016220","Zm00001eb206560",-0.138310371945992,0.422218003440652,0.45348185391006,"NS","NS","NS"
"Td00001aa016233","Zm00001eb206470",0.0719398448903527,1.19514027874394,0.191862602082889,"NS","NS","NS"
"Td00001aa016257","Zm00001eb206250",0.036209043524072,0.0677688950447705,0.903497230595973,"NS","NS","NS"
"Td00001aa016269","Zm00001eb206100",-0.222673570945086,0.115287191036586,0.815536353784283,"NS","NS","NS"
"Td00001aa016270","Zm00001eb206090",-0.759443409672848,-0.906600214526042,0.00381047502644543,"NS","NS","NS"
"Td00001aa016275","Zm00001eb206040",-0.619551211118914,0.227208328257191,0.599175216201493,"NS","NS","NS"
"Td00001aa016277","Zm00001eb206010",0.099515936720797,0.481240488585888,0.138136712099115,"NS","NS","NS"
"Td00001aa016290","Zm00001eb205890",-0.2380850012403,0.191826164809824,0.767714616969486,"NS","NS","NS"
"Td00001aa016301","Zm00001eb205630",0.415075615794935,0.0980628827197626,0.837210966935619,"NS","NS","NS"
"Td00001aa016333","Zm00001eb205430",-0.173503101564102,0.118840153881888,0.722806589846715,"NS","NS","NS"
"Td00001aa016362","Zm00001eb205190",0.121649146745245,0.21895770444818,0.710656199201135,"NS","NS","NS"
"Td00001aa016366","Zm00001eb205160",0.0256870628674173,-0.374759417927415,0.591798087657573,"NS","NS","NS"
"Td00001aa016368","Zm00001eb205130",0.224474656298155,-0.420106222445791,0.145771808358494,"NS","NS","NS"
"Td00001aa016373","Zm00001eb205080",-0.296344256768705,0.35474331872893,0.255600969994647,"NS","NS","NS"
"Td00001aa016375","Zm00001eb205070",-0.132937345807494,0.118197307544505,0.814108970832053,"NS","NS","NS"
"Td00001aa016388","Zm00001eb204970",-0.423278065683483,-1.906497020913,0.000751706056526666,"NS","Down","NS"
"Td00001aa016390","Zm00001eb204950",-0.238809653180165,0.39496948621402,0.378951454828024,"NS","NS","NS"
"Td00001aa016394","Zm00001eb204910",0.0777909483959396,-0.316368844802467,0.472199125176711,"NS","NS","NS"
"Td00001aa016395","Zm00001eb204900",0.15836080910141,0.383261024586308,0.430271229981873,"NS","NS","NS"
"Td00001aa016488","Zm00001eb203950",-0.527890058751646,0.0656295831167918,0.907125508276108,"NS","NS","NS"
"Td00001aa016523","Zm00001eb203470",0.709764544214925,0.505205930374888,0.164849727008042,"NS","NS","NS"
"Td00001aa016584","Zm00001eb180520",0.0275149878765458,0.182057819388966,0.829253571079787,"NS","NS","NS"
"Td00001aa016592","Zm00001eb180670",0.0787255804460695,0.638082973010205,0.0202852328706137,"NS","NS","NS"
"Td00001aa016618","Zm00001eb180890",0.221525656648997,-0.0917184416668182,0.897672536651078,"NS","NS","NS"
"Td00001aa016619","Zm00001eb180920",-0.23305338715721,0.322227684350381,0.455008170780223,"NS","NS","NS"
"Td00001aa016633","Zm00001eb181100",-0.31447975765685,-1.00540690585355,0.000408384346430361,"NS","Down","NS"
"Td00001aa016730","Zm00001eb181990",-0.286716331197014,0.203193030780788,0.692333820232283,"NS","NS","NS"
"Td00001aa016771","Zm00001eb182460",0.276922338055297,0.455996897083973,0.0850473498459834,"NS","NS","NS"
"Td00001aa016799","Zm00001eb182740",1.26595382167562,0.339283976391646,0.600754638440488,"Up","NS","NS"
"Td00001aa016825","Zm00001eb183010",-0.543803523299501,0.105091632565018,0.869169689508082,"NS","NS","NS"
"Td00001aa016857","Zm00001eb183370",-0.251423145114633,0.370665380183539,0.262551876390448,"NS","NS","NS"
"Td00001aa016862","Zm00001eb183410",0.10302291706726,-0.307764355931501,0.42117187466287,"NS","NS","NS"
"Td00001aa016906","Zm00001eb183950",-0.485638917978112,0.240153930731911,0.6576381990169,"NS","NS","NS"
"Td00001aa016909","Zm00001eb246370",0.646881685327026,0.446922914906371,0.618190332883381,"NS","NS","NS"
"Td00001aa016968","Zm00001eb184850",-0.335517550712836,-0.466722943292805,0.343928462139062,"NS","NS","NS"
"Td00001aa016985","Zm00001eb185030",-0.082612820441844,0.449888685292506,0.14322069153213,"NS","NS","NS"
"Td00001aa016990","Zm00001eb185090",-0.175418057772851,0.399322787828913,0.300730940077525,"NS","NS","NS"
"Td00001aa017000","Zm00001eb185220",-0.0244024557413861,-0.876040972627943,0.0137048263056458,"NS","NS","NS"
"Td00001aa017027","Zm00001eb185550",0.121446652858581,-0.135262702389402,0.763783789609597,"NS","NS","NS"
"Td00001aa017069","Zm00001eb185960",0.0270360284063736,0.117008910548412,0.814819938065707,"NS","NS","NS"
"Td00001aa017078","Zm00001eb186100",-0.237100691626017,-1.40936038720954,4.00841805635977e-08,"NS","Down","NS"
"Td00001aa017095","Zm00001eb186240",0.848824476959289,0.593422876121396,0.05375656527661,"NS","NS","NS"
"Td00001aa017188","Zm00001eb187040",-1.28674951452219,0.00319880949620913,0.995710710290145,"NS","NS","NS"
"Td00001aa017216","Zm00001eb187240",0.076868071022104,0.0864649665571686,0.843126108324917,"NS","NS","NS"
"Td00001aa017244","Zm00001eb187580",-0.232957208328844,0.075009862307698,0.883296887794703,"NS","NS","NS"
"Td00001aa017291","Zm00001eb072000",-0.0522847961736306,0.0621250702078311,0.914221746704934,"NS","NS","NS"
"Td00001aa017337","Zm00001eb188530",-0.426329239193949,-0.0408603625644793,0.948337334206609,"NS","NS","NS"
"Td00001aa017348","Zm00001eb188600",-0.237646378143652,0.479196716616806,0.0832248882782022,"NS","NS","NS"
"Td00001aa017352","Zm00001eb188660",-0.166498262559905,0.397168830091393,0.342705988497902,"NS","NS","NS"
"Td00001aa017359","Zm00001eb188700",-0.352263491448232,-0.363976635591862,0.519398964001383,"NS","NS","NS"
"Td00001aa017372","Zm00001eb188910",-1.28602233548964,0.966280669119986,NA,"Down","NS","NS"
"Td00001aa017378","Zm00001eb188980",0.237552326105165,0.231592291593016,0.913055300420781,"NS","NS","NS"
"Td00001aa017391","Zm00001eb189120",-0.0687958520733642,0.167181365671478,0.688548355222866,"NS","NS","NS"
"Td00001aa017441","Zm00001eb189920",-0.145835027534744,-0.362625301455824,0.511947007166842,"NS","NS","NS"
"Td00001aa017493","Zm00001eb194780",-0.167482504546192,0.068434094335018,0.876606553187242,"NS","NS","NS"
"Td00001aa017498","Zm00001eb194730",0.0643584390206355,0.178565522611354,0.708621468143531,"NS","NS","NS"
"Td00001aa017553","Zm00001eb194190",0.357321621808312,0.452717266340921,0.445816930017247,"NS","NS","NS"
"Td00001aa017572","Zm00001eb193940",-0.857778338583904,-2.7665573269018,2.91167586473427e-09,"NS","Down","NS"
"Td00001aa017581","Zm00001eb193840",0.087291807416984,-0.070233597606972,0.876606553187242,"NS","NS","NS"
"Td00001aa017609","Zm00001eb193560",-0.0925536911585665,-0.287389920260348,0.54727519518373,"NS","NS","NS"
"Td00001aa017648","Zm00001eb193040",0.471618357854025,0.485704064109617,0.432904762616088,"NS","NS","NS"
"Td00001aa017681","Zm00001eb192680",0.68412778100319,1.92926265011003,6.13501183550078e-10,"NS","Up","NS"
"Td00001aa017685","Zm00001eb192630",-0.174701250719657,0.191178052541714,0.62161340078657,"NS","NS","NS"
"Td00001aa017690","Zm00001eb192570",-0.421157917000937,0.304223156845323,0.39059592077629,"NS","NS","NS"
"Td00001aa017763","Zm00001eb191930",-0.465989118089908,0.226833775575281,0.438954945443664,"NS","NS","NS"
"Td00001aa017809","Zm00001eb191360",-0.622220706459342,-0.146797503835439,0.794657128112537,"NS","NS","NS"
"Td00001aa017823","Zm00001eb191180",-0.186384468791652,-0.423266678329923,0.668182734265584,"NS","NS","NS"
"Td00001aa017830","Zm00001eb191090",0.172440742109708,-0.362867098942937,0.291265268424875,"NS","NS","NS"
"Td00001aa017835","Zm00001eb191030",-0.880640532211384,0.13550573623117,0.685915761225401,"NS","NS","NS"
"Td00001aa017846","Zm00001eb190920",0.498472243201258,0.245673338284055,0.454823052911373,"NS","NS","NS"
"Td00001aa018018","Zm00001eb277700",-0.392102218243716,-0.205690010602456,0.735275022360348,"NS","NS","NS"
"Td00001aa018030","Zm00001eb384940",-0.688243133110272,-0.495654631047532,0.209964203495475,"NS","NS","NS"
"Td00001aa018052","Zm00001eb385150",0.0692152108892375,-0.197293821598853,0.600754638440488,"NS","NS","NS"
"Td00001aa018117","Zm00001eb385880",0.178793790029867,0.0190313215902947,0.97685285039902,"NS","NS","NS"
"Td00001aa018119","Zm00001eb276860",0.134556575911441,0.0653309103211226,0.892803699502562,"NS","NS","NS"
"Td00001aa018129","Zm00001eb385980",0.317166246808395,0.425691875032401,0.350021352513211,"NS","NS","NS"
"Td00001aa018169","Zm00001eb386300",-0.147539769021004,0.275337466654994,0.506000248644575,"NS","NS","NS"
"Td00001aa018194","Zm00001eb386630",0.164401428366404,0.0920619475824089,0.87588966950226,"NS","NS","NS"
"Td00001aa018200","Zm00001eb386670",-0.609521533746546,0.192179437602179,0.865271018680864,"NS","NS","NS"
"Td00001aa018209","Zm00001eb386840",-0.323394435108243,0.906676977015571,0.000491772241115683,"NS","NS","NS"
"Td00001aa018214","Zm00001eb386920",0.00403437815882395,0.162059040617463,0.740091949457157,"NS","NS","NS"
"Td00001aa018222","Zm00001eb387010",-0.011523777901508,-0.34334333640801,0.481465047877271,"NS","NS","NS"
"Td00001aa018223","Zm00001eb387020",-0.281849547203307,-0.878668565079127,0.151804770670477,"NS","NS","NS"
"Td00001aa018224","Zm00001eb387030",0.134428356357432,-0.145633904959551,0.753530621020126,"NS","NS","NS"
"Td00001aa018295","Zm00001eb387780",0.1854249513701,0.402553871334739,0.311819265892833,"NS","NS","NS"
"Td00001aa018309","Zm00001eb387920",-0.416339622497563,0.635452025572199,0.130243084963114,"NS","NS","NS"
"Td00001aa018310","Zm00001eb387930",-0.503955802194895,-0.380615581050613,0.606193175556893,"NS","NS","NS"
