Ag_peptides	Ag_protein	Mg_protein_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ag00001aa031443_T003_13	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	15	0	0	1	15	95	109	0.00000313	40
Ag00001aa031443_T003_15	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	15	0	0	1	15	324	338	0.000173	35
Ag00001aa031443_T003_16	Ag00001aa031443_T003	MisinT110700.1.v7.1	100	20	0	0	1	20	275	294	0.00000059	42.4
Ag00001aa142201_T003_1	Ag00001aa142201_T003	Misin04G111900.1.v7.1	100	21	0	0	1	21	129	149	0.0000000504	45.4
Ag00001aa142201_T003_3	Ag00001aa142201_T003	Misin04G111900.1.v7.1	96.2	26	1	0	1	26	413	438	3.87e-9	48.9
Ag00001aa142201_T003_4	Ag00001aa142201_T003	Misin04G111900.1.v7.1	100	28	0	0	1	28	575	602	1.72e-12	58.5
Ag00001aa142201_T003_5	Ag00001aa142201_T003	Misin04G111900.1.v7.1	100	21	0	0	1	21	387	407	0.000000617	42.4
Ag00001aa142201_T003_8	Ag00001aa142201_T003	Misin04G111900.1.v7.1	95.2	21	1	0	1	21	96	116	0.0000000197	46.6
Ag00001aa142201_T003_9	Ag00001aa142201_T003	Misin04G111900.1.v7.1	91.3	23	2	0	1	23	343	365	0.0000000002	52.4
Ag00001aa142201_T003_11	Ag00001aa142201_T003	Misin04G111900.1.v7.1	100	27	0	0	1	27	576	602	7.81e-12	56.6
Ag00001aa142201_T003_12	Ag00001aa142201_T003	Misin04G111900.1.v7.1	100	27	0	0	1	27	576	602	7.81e-12	56.6
Ag00001aa007555_T001_2	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa007555_T001_3	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa007555_T001_4	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa007555_T001_11	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	17	0	0	1	17	180	196	0.00000176	40.8
Ag00001aa007555_T001_15	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	15	0	0	1	15	244	258	0.000604	33.5
Ag00001aa007555_T001_16	Ag00001aa007555_T001	Misin12G275300.1.v7.1	100	27	0	0	1	27	421	447	1.07e-11	56.2
Ag00001aa144612_T001_2	Ag00001aa144612_T001	Misin08G031200.1.v7.1	86.7	15	2	0	1	15	218	232	0.000623	33.5
Ag00001aa144612_T001_3	Ag00001aa144612_T001	Misin08G031200.1.v7.1	86.7	15	2	0	1	15	218	232	0.000623	33.5
Ag00001aa144612_T001_5	Ag00001aa144612_T001	Misin08G031200.1.v7.1	92.9	14	1	0	1	14	176	189	0.000432	33.9
Ag00001aa144612_T001_6	Ag00001aa144612_T001	Misin08G031200.1.v7.1	87.5	16	2	0	1	16	217	232	0.000138	35.4
Ag00001aa144612_T001_7	Ag00001aa144612_T001	Misin08G031200.1.v7.1	87.5	16	2	0	1	16	217	232	0.000138	35.4
Ag00001aa144612_T001_13	Ag00001aa144612_T001	Misin16G250700.1.v7.1	100	15	0	0	1	15	4	18	0.0000252	37
Ag00001aa144612_T001_14	Ag00001aa144612_T001	Misin09G055700.1.v7.1	100	20	0	0	1	20	17	36	0.00000152	40.4
Ag00001aa144612_T001_15	Ag00001aa144612_T001	Misin16G250700.1.v7.1	100	17	0	0	1	17	66	82	0.000148	35
Ag00001aa013646_T002_1	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	20	0	0	1	20	186	205	0.000000317	43.1
Ag00001aa013646_T002_7	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	22	0	0	1	22	206	227	2.35e-9	49.3
Ag00001aa013646_T002_10	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	16	0	0	1	16	379	394	0.000183	35
Ag00001aa013646_T002_11	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	16	0	0	1	16	379	394	0.000183	35
Ag00001aa013646_T002_12	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	15	0	0	1	15	315	329	0.000444	33.9
Ag00001aa013646_T002_13	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	15	0	0	1	15	315	329	0.000444	33.9
Ag00001aa013646_T002_14	Ag00001aa013646_T002	Misin04G406500.1.v7.1	95.2	21	1	0	1	21	280	300	0.000000244	43.5
Ag00001aa013646_T002_15	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	17	0	0	1	17	75	91	0.000194	35
Ag00001aa013646_T002_16	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa013646_T002_17	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa013646_T002_18	Ag00001aa013646_T002	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa042113_T003_4	Ag00001aa042113_T003	MisinT452900.1.v7.1	68	25	8	0	1	25	187	211	0.00000366	40.4
Ag00001aa042113_T003_9	Ag00001aa042113_T003	Misin03G031300.1.v7.1	68	25	8	0	1	25	420	444	0.00000684	39.7
Ag00001aa042113_T003_11	Ag00001aa042113_T003	MisinT452900.1.v7.1	85	20	3	0	2	21	216	235	0.00000218	40.8
Ag00001aa042113_T003_12	Ag00001aa042113_T003	MisinT452900.1.v7.1	85.7	21	3	0	2	22	216	236	0.000000479	42.7
Ag00001aa125538_T001_3	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	19	0	0	1	19	176	194	0.00000195	40.8
Ag00001aa125538_T001_4	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	19	0	0	1	19	176	194	0.00000195	40.8
Ag00001aa125538_T001_13	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	21	0	0	1	21	260	280	5.66e-9	48.1
Ag00001aa125538_T001_14	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	17	0	0	1	17	405	421	0.0000549	36.6
Ag00001aa125538_T001_15	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	17	0	0	1	17	405	421	0.0000549	36.6
Ag00001aa125538_T001_17	Ag00001aa125538_T001	Misin07G046200.1.v7.1	100	22	0	0	1	22	88	109	0.0000000532	45.4
Ag00001aa068891_T001_1	Ag00001aa068891_T001	Misin05G325400.1.v7.1	92.9	14	1	0	1	14	361	374	0.000226	34.7
Ag00001aa068891_T001_4	Ag00001aa068891_T001	Misin16G156900.1.v7.1	100	21	0	0	1	21	293	313	0.0000000375	45.8
Ag00001aa068891_T001_11	Ag00001aa068891_T001	Misin16G156900.1.v7.1	100	17	0	0	1	17	217	233	0.000195	35
Ag00001aa068891_T001_14	Ag00001aa068891_T001	Misin16G156900.1.v7.1	100	16	0	0	1	16	240	255	0.0000207	37.7
Ag00001aa068891_T001_15	Ag00001aa068891_T001	Misin16G156900.1.v7.1	100	16	0	0	1	16	240	255	0.0000207	37.7
Ag00001aa068891_T001_16	Ag00001aa068891_T001	Misin16G156900.1.v7.1	100	18	0	0	1	18	97	114	0.00000188	40.8
Ag00001aa068891_T001_17	Ag00001aa068891_T001	Misin01G015600.1.v7.1	100	16	0	0	1	16	71	86	0.000000485	42.4
Ag00001aa068891_T001_18	Ag00001aa068891_T001	Misin01G015600.1.v7.1	100	16	0	0	1	16	71	86	0.000000485	42.4
Ag00001aa134638_T001_3	Ag00001aa134638_T001	Misin01G104600.1.v7.1	100	15	0	0	1	15	1094	1108	0.000806	33.1
Ag00001aa134638_T001_6	Ag00001aa134638_T001	Misin01G104600.1.v7.1	100	15	0	0	1	15	1287	1301	0.00059	33.5
Ag00001aa134638_T001_11	Ag00001aa134638_T001	Misin01G104600.1.v7.1	100	18	0	0	1	18	1195	1212	0.00000867	38.9
Ag00001aa134638_T001_16	Ag00001aa134638_T001	Misin01G104600.1.v7.1	100	27	0	0	1	27	553	579	1.96e-11	55.5
Ag00001aa134638_T001_20	Ag00001aa134638_T001	Misin01G104600.1.v7.1	94.1	17	1	0	1	17	333	349	0.0000538	36.6
Ag00001aa134638_T001_24	Ag00001aa134638_T001	Misin01G104600.1.v7.1	100	18	0	0	1	18	738	755	0.00000634	39.3
Ag00001aa035039_T002_1	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	26	0	0	1	26	808	833	1.88e-11	55.5
Ag00001aa035039_T002_2	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	26	0	0	1	26	808	833	1.88e-11	55.5
Ag00001aa035039_T002_3	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	26	0	0	1	26	808	833	1.88e-11	55.5
Ag00001aa035039_T002_7	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	17	0	0	1	17	658	674	0.00000825	38.9
Ag00001aa035039_T002_11	Ag00001aa035039_T002	Misin07G271300.1.v7.1	100	23	0	0	1	23	657	679	0.0000000115	47.4
Ag00001aa035039_T002_13	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	33	0	0	1	33	454	486	2.33e-18	75.5
Ag00001aa035039_T002_16	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	23	0	0	1	23	899	921	0.0000000158	47
Ag00001aa035039_T002_17	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	23	0	0	1	23	899	921	0.0000000158	47
Ag00001aa035039_T002_18	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	22	0	0	1	22	329	350	3.13e-9	48.9
Ag00001aa035039_T002_19	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	22	0	0	1	22	329	350	3.13e-9	48.9
Ag00001aa035039_T002_21	Ag00001aa035039_T002	Misin13G144800.1.v7.1	95.2	21	1	0	2	22	1039	1059	0.000000878	42
Ag00001aa035039_T002_23	Ag00001aa035039_T002	Misin13G144800.1.v7.1	100	19	0	0	1	19	942	960	0.000000293	43.1
Ag00001aa007991_T001_2	Ag00001aa007991_T001	Misin01G242700.1.v7.1	100	13	0	0	1	13	321	333	0.000737	33.1
Ag00001aa007991_T001_3	Ag00001aa007991_T001	Misin01G242400.1.v7.1	100	19	0	0	1	19	46	64	4.95e-9	48.1
Ag00001aa007991_T001_4	Ag00001aa007991_T001	Misin01G242700.1.v7.1	100	16	0	0	1	16	396	411	0.0000279	37.4
Ag00001aa007991_T001_5	Ag00001aa007991_T001	Misin01G242700.1.v7.1	95.5	22	1	0	1	22	153	174	0.000000349	43.1
Ag00001aa007991_T001_10	Ag00001aa007991_T001	Misin01G242400.1.v7.1	100	17	0	0	1	17	125	141	0.000145	35.4
Ag00001aa007991_T001_11	Ag00001aa007991_T001	Misin01G242400.1.v7.1	100	17	0	0	1	17	125	141	0.000145	35.4
Ag00001aa007991_T001_13	Ag00001aa007991_T001	Misin04G092400.1.v7.1	73.7	19	5	0	1	19	484	502	0.00000923	38.9
Ag00001aa007991_T001_14	Ag00001aa007991_T001	Misin01G242700.1.v7.1	100	31	0	0	1	31	113	143	2.06e-15	67
Ag00001aa007991_T001_15	Ag00001aa007991_T001	Misin01G242700.1.v7.1	100	31	0	0	1	31	113	143	2.06e-15	67
Ag00001aa024039_T002_3	Ag00001aa024039_T002	Misin03G353000.1.v7.1	100	19	0	0	1	19	218	236	5.14e-9	48.1
Ag00001aa024039_T002_6	Ag00001aa024039_T002	Misin03G353000.1.v7.1	94.1	17	1	0	1	17	250	266	0.0000404	37
Ag00001aa024039_T002_9	Ag00001aa024039_T002	Misin03G353000.1.v7.1	100	14	0	0	1	14	373	386	0.000572	33.5
Ag00001aa024039_T002_10	Ag00001aa024039_T002	Misin03G353000.1.v7.1	100	14	0	0	1	14	373	386	0.000572	33.5
Ag00001aa024039_T002_12	Ag00001aa024039_T002	Misin03G353000.1.v7.1	95.5	22	1	0	1	22	173	194	1.71e-9	49.7
Ag00001aa024039_T002_13	Ag00001aa024039_T002	Misin03G353000.1.v7.1	95.5	22	1	0	1	22	173	194	1.71e-9	49.7
Ag00001aa024039_T002_15	Ag00001aa024039_T002	Misin03G353000.1.v7.1	100	13	0	0	1	13	457	469	0.000541	33.5
Ag00001aa024039_T002_18	Ag00001aa024039_T002	Misin03G353000.1.v7.1	93.8	16	1	0	1	16	432	447	0.000183	35
Ag00001aa024039_T002_19	Ag00001aa024039_T002	Misin03G353000.1.v7.1	93.8	16	1	0	1	16	432	447	0.000183	35
Ag00001aa070595_T001_1	Ag00001aa070595_T001	Misin02G119200.1.v7.1	100	26	0	0	1	26	78	103	6.17e-13	59.7
Ag00001aa070595_T001_2	Ag00001aa070595_T001	Misin02G119200.1.v7.1	100	26	0	0	1	26	78	103	6.17e-13	59.7
Ag00001aa070595_T001_3	Ag00001aa070595_T001	Misin11G039700.1.v7.1	100	15	0	0	1	15	121	135	0.000167	35
Ag00001aa070595_T001_4	Ag00001aa070595_T001	Misin11G039700.1.v7.1	100	15	0	0	1	15	121	135	0.000167	35
Ag00001aa070595_T001_5	Ag00001aa070595_T001	Misin02G119200.1.v7.1	100	15	0	0	1	15	63	77	0.00083	33.1
Ag00001aa070595_T001_9	Ag00001aa070595_T001	Misin08G052900.1.v7.1	100	18	0	0	1	18	104	121	0.00000286	40
Ag00001aa070595_T001_11	Ag00001aa070595_T001	Misin11G039700.1.v7.1	100	14	0	0	1	14	101	114	0.000413	33.9
Ag00001aa070595_T001_12	Ag00001aa070595_T001	Misin11G039700.1.v7.1	100	14	0	0	1	14	101	114	0.000413	33.9
Ag00001aa070595_T001_15	Ag00001aa070595_T001	Misin06G295200.1.v7.1	100	15	0	0	1	15	381	395	0.0000495	36.6
Ag00001aa155600_T001_1	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	20	0	0	1	20	186	205	0.000000317	43.1
Ag00001aa155600_T001_7	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	22	0	0	1	22	206	227	2.35e-9	49.3
Ag00001aa155600_T001_10	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	16	0	0	1	16	379	394	0.000183	35
Ag00001aa155600_T001_11	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	16	0	0	1	16	379	394	0.000183	35
Ag00001aa155600_T001_12	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	15	0	0	1	15	315	329	0.000444	33.9
Ag00001aa155600_T001_13	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	15	0	0	1	15	315	329	0.000444	33.9
Ag00001aa155600_T001_14	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	21	0	0	1	21	280	300	0.000000333	43.1
Ag00001aa155600_T001_15	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	17	0	0	1	17	75	91	0.000194	35
Ag00001aa155600_T001_16	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa155600_T001_17	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa155600_T001_18	Ag00001aa155600_T001	Misin04G406500.1.v7.1	100	20	0	0	1	20	163	182	0.0000254	37.7
Ag00001aa130436_T001_1	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	30	0	0	1	30	432	461	4.45e-14	63.2
Ag00001aa130436_T001_2	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	30	0	0	1	30	432	461	4.45e-14	63.2
Ag00001aa130436_T001_3	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	30	0	0	1	30	432	461	4.45e-14	63.2
Ag00001aa130436_T001_4	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	15	0	0	1	15	108	122	0.000439	33.9
Ag00001aa130436_T001_5	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	15	0	0	1	15	108	122	0.000439	33.9
Ag00001aa130436_T001_6	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	22	0	0	1	22	474	495	0.0000000208	46.6
Ag00001aa130436_T001_7	Ag00001aa130436_T001	Misin13G147100.1.v7.1	100	20	0	0	1	20	388	407	0.0000000896	44.7
Ag00001aa130436_T001_8	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	20	0	0	1	20	48	67	0.0000015	41.2
Ag00001aa130436_T001_10	Ag00001aa130436_T001	Misin07G273200.1.v7.1	100	16	0	0	1	16	330	345	0.000038	37
Ag00001aa023539_T001_1	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	13	0	0	1	13	191	203	0.000729	33.1
Ag00001aa023539_T001_3	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	13	0	0	1	13	95	107	0.000112	35.4
Ag00001aa023539_T001_4	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	13	0	0	1	13	95	107	0.000112	35.4
Ag00001aa023539_T001_7	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	18	0	0	1	18	636	653	0.000967	33.1
Ag00001aa023539_T001_10	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	16	0	0	1	16	343	358	0.000181	35
Ag00001aa023539_T001_12	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	14	0	0	1	14	236	249	0.000564	33.5
Ag00001aa023539_T001_13	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	14	0	0	1	14	236	249	0.000564	33.5
Ag00001aa023539_T001_14	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	27	0	0	1	27	49	75	3.71e-11	54.7
Ag00001aa023539_T001_15	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	27	0	0	1	27	49	75	3.71e-11	54.7
Ag00001aa023539_T001_16	Ag00001aa023539_T001	Misin02G266700.1.v7.1	100	14	0	0	1	14	139	152	0.000772	33.1
Ag00001aa145278_T004_1	Ag00001aa145278_T004	Misin03G053700.1.v7.1	92.9	28	2	0	1	28	61	88	7.33e-11	53.9
Ag00001aa145278_T004_4	Ag00001aa145278_T004	Misin04G060900.1.v7.1	100	22	0	0	1	22	349	370	0.0000000285	46.2
Ag00001aa145278_T004_5	Ag00001aa145278_T004	Misin04G060900.1.v7.1	100	22	0	0	1	22	349	370	0.0000000285	46.2
Ag00001aa145278_T004_6	Ag00001aa145278_T004	Misin04G060900.1.v7.1	100	18	0	0	1	18	308	325	0.0000794	36.2
Ag00001aa145278_T004_12	Ag00001aa145278_T004	Misin04G060900.1.v7.1	100	29	0	0	1	29	297	325	1.81e-12	58.5
Ag00001aa145278_T004_13	Ag00001aa145278_T004	Misin03G053700.1.v7.1	95.5	22	1	0	1	22	395	416	6.26e-9	48.1
Ag00001aa145278_T004_16	Ag00001aa145278_T004	Misin12G078000.1.v7.1	100	16	0	0	1	16	33	48	0.000126	34.7
Ag00001aa064605_T003_2	Ag00001aa064605_T003	Misin16G186800.1.v7.1	100	18	0	0	1	18	99	116	0.00000502	39.7
Ag00001aa064605_T003_5	Ag00001aa064605_T003	Misin16G186800.1.v7.1	96	25	1	0	1	25	308	332	0.0000000243	46.6
Ag00001aa064605_T003_10	Ag00001aa064605_T003	Misin07G054300.1.v7.1	100	18	0	0	1	18	351	368	0.00015	35.4
Ag00001aa064605_T003_11	Ag00001aa064605_T003	Misin16G186800.1.v7.1	100	18	0	0	1	18	213	230	0.00000476	39.7
Ag00001aa064605_T003_14	Ag00001aa064605_T003	Misin16G186800.1.v7.1	100	17	0	0	1	17	181	197	0.000103	35.8
Ag00001aa064605_T003_15	Ag00001aa064605_T003	Misin16G186800.1.v7.1	100	17	0	0	1	17	181	197	0.000103	35.8
Ag00001aa069229_T002_2	Ag00001aa069229_T002	Misin16G186800.1.v7.1	100	18	0	0	1	18	99	116	0.00000502	39.7
Ag00001aa069229_T002_5	Ag00001aa069229_T002	Misin16G186800.1.v7.1	96	25	1	0	1	25	308	332	0.0000000243	46.6
Ag00001aa069229_T002_10	Ag00001aa069229_T002	Misin07G054300.1.v7.1	100	18	0	0	1	18	351	368	0.00015	35.4
Ag00001aa069229_T002_11	Ag00001aa069229_T002	Misin16G186800.1.v7.1	100	18	0	0	1	18	213	230	0.00000476	39.7
Ag00001aa069229_T002_14	Ag00001aa069229_T002	Misin16G186800.1.v7.1	100	17	0	0	1	17	181	197	0.000103	35.8
Ag00001aa069229_T002_15	Ag00001aa069229_T002	Misin16G186800.1.v7.1	100	17	0	0	1	17	181	197	0.000103	35.8
Ag00001aa019452_T001_2	Ag00001aa019452_T001	Misin02G386400.1.v7.1	100	22	0	0	1	22	11	32	0.0000000194	46.6
Ag00001aa019452_T001_4	Ag00001aa019452_T001	Misin01G393200.1.v7.1	100	20	0	0	1	20	201	220	0.00000738	39.3
Ag00001aa019452_T001_8	Ag00001aa019452_T001	Misin01G393200.1.v7.1	93.8	16	1	0	1	16	176	191	0.000187	35
Ag00001aa019452_T001_12	Ag00001aa019452_T001	Misin01G393200.1.v7.1	100	14	0	0	1	14	117	130	0.000123	35.4
Ag00001aa019452_T001_13	Ag00001aa019452_T001	Misin01G393200.1.v7.1	93.3	15	1	0	1	15	177	191	0.000847	33.1
Ag00001aa019452_T001_15	Ag00001aa019452_T001	Misin02G386400.1.v7.1	100	18	0	0	1	18	101	118	0.000000726	42
Ag00001aa019452_T001_16	Ag00001aa019452_T001	Misin02G386400.1.v7.1	100	19	0	0	1	19	101	119	0.000000156	43.9
Ag00001aa044512_T001_1	Ag00001aa044512_T001	Misin12G055000.1.v7.1	100	17	0	0	1	17	22	38	0.000000515	40
Ag00001aa044512_T001_4	Ag00001aa044512_T001	Misin12G055100.1.v7.1	100	19	0	0	1	19	36	54	0.000000102	43.1
Ag00001aa044512_T001_5	Ag00001aa044512_T001	Misin11G133800.1.v7.1	94.7	19	1	0	1	19	94	112	0.000000288	42.7
Ag00001aa044512_T001_6	Ag00001aa044512_T001	Misin11G133800.1.v7.1	94.7	19	1	0	1	19	94	112	0.000000288	42.7
Ag00001aa044512_T001_7	Ag00001aa044512_T001	Misin12G055100.1.v7.1	100	25	0	0	1	25	7	31	2.42e-11	52.8
Ag00001aa044512_T001_8	Ag00001aa044512_T001	Misin12G055100.1.v7.1	100	25	0	0	1	25	7	31	2.42e-11	52.8
Ag00001aa044512_T001_9	Ag00001aa044512_T001	Misin12G055100.1.v7.1	100	25	0	0	1	25	7	31	2.42e-11	52.8
Ag00001aa044512_T001_10	Ag00001aa044512_T001	Misin12G055100.1.v7.1	100	25	0	0	1	25	7	31	2.42e-11	52.8
Ag00001aa044512_T001_16	Ag00001aa044512_T001	Misin11G047700.1.v7.1	100	15	0	0	1	15	237	251	0.000331	34.3
Ag00001aa044512_T001_17	Ag00001aa044512_T001	MisinT501000.1.v7.1	91.7	24	2	0	1	24	238	261	0.00000135	41.6
Ag00001aa044512_T001_18	Ag00001aa044512_T001	MisinT501000.1.v7.1	91.7	24	2	0	1	24	238	261	0.00000135	41.6
Ag00001aa088465_T001_1	Ag00001aa088465_T001	Misin19G076600.1.v7.1	96.2	26	1	0	1	26	162	187	5.81e-10	51.2
Ag00001aa088465_T001_2	Ag00001aa088465_T001	Misin19G076600.1.v7.1	96.2	26	1	0	1	26	162	187	5.81e-10	51.2
Ag00001aa088465_T001_9	Ag00001aa088465_T001	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa088465_T001_10	Ag00001aa088465_T001	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa088465_T001_11	Ag00001aa088465_T001	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa088465_T001_12	Ag00001aa088465_T001	Misin12G235600.1.v7.1	100	16	0	0	1	16	183	198	0.000346	34.3
Ag00001aa088465_T001_15	Ag00001aa088465_T001	Misin19G076500.1.v7.1	95.2	21	1	0	1	21	63	83	0.000000132	44.3
Ag00001aa107214_T002_3	Ag00001aa107214_T002	Misin17G066000.1.v7.1	96.9	32	1	0	1	32	46	77	1.15e-15	65.5
Ag00001aa107214_T002_4	Ag00001aa107214_T002	Misin17G066000.1.v7.1	96.9	32	1	0	1	32	46	77	1.15e-15	65.5
Ag00001aa107214_T002_5	Ag00001aa107214_T002	Misin16G059900.1.v7.1	100	23	0	0	1	23	140	162	0.0000000345	45.4
Ag00001aa107214_T002_7	Ag00001aa107214_T002	Misin16G059900.1.v7.1	100	14	0	0	1	14	9	22	0.000409	33.9
Ag00001aa107214_T002_8	Ag00001aa107214_T002	Misin16G059900.1.v7.1	100	20	0	0	1	20	79	98	0.000000158	43.5
Ag00001aa146331_T001_1	Ag00001aa146331_T001	Misin10G019300.1.v7.1	100	19	0	0	1	19	59	77	0.0000000179	46.6
Ag00001aa146331_T001_7	Ag00001aa146331_T001	Misin09G021900.1.v7.1	100	24	0	0	1	24	257	280	7.37e-10	50.8
Ag00001aa030231_T001_3	Ag00001aa030231_T001	Misin07G426900.1.v7.1	100	15	0	0	1	15	277	291	0.000822	33.1
Ag00001aa030231_T001_5	Ag00001aa030231_T001	Misin07G426900.1.v7.1	88.2	17	2	0	1	17	152	168	0.00092	33.1
Ag00001aa030231_T001_13	Ag00001aa030231_T001	Misin07G426900.1.v7.1	85	20	3	0	1	20	124	143	0.000000123	44.3
Ag00001aa030231_T001_15	Ag00001aa030231_T001	Misin07G426900.1.v7.1	100	20	0	0	1	20	76	95	0.00000983	38.9
Ag00001aa148189_T001_2	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	32	0	0	1	32	230	261	4.66e-15	65.9
Ag00001aa148189_T001_3	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	18	0	0	1	18	78	95	0.00000259	40.4
Ag00001aa148189_T001_4	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	18	0	0	1	18	78	95	0.00000259	40.4
Ag00001aa148189_T001_5	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	19	0	0	1	19	77	95	0.000000223	43.5
Ag00001aa148189_T001_6	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	19	0	0	1	19	77	95	0.000000223	43.5
Ag00001aa148189_T001_7	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	13	0	0	1	13	170	182	0.0000845	35.8
Ag00001aa148189_T001_12	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	23	0	0	1	23	54	76	7.83e-11	53.5
Ag00001aa148189_T001_13	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	23	0	0	1	23	54	76	7.83e-11	53.5
Ag00001aa148189_T001_14	Ag00001aa148189_T001	Misin03G314200.1.v7.1	100	18	0	0	1	18	262	279	0.00000484	39.7
Ag00001aa086609_T001_1	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	20	0	0	1	20	200	219	0.0000000909	44.7
Ag00001aa086609_T001_3	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	22	0	0	1	22	55	76	0.0000000393	45.8
Ag00001aa086609_T001_4	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	22	0	0	1	22	55	76	0.0000000393	45.8
Ag00001aa086609_T001_5	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	22	0	0	1	22	55	76	0.0000000393	45.8
Ag00001aa086609_T001_6	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	18	0	0	1	18	10	27	0.0000168	38.1
Ag00001aa086609_T001_7	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	23	0	0	1	23	29	51	3.38e-9	48.9
Ag00001aa086609_T001_8	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	23	0	0	1	23	29	51	3.38e-9	48.9
Ag00001aa086609_T001_9	Ag00001aa086609_T001	Misin18G116400.1.v7.1	100	23	0	0	1	23	29	51	3.38e-9	48.9
