Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa035027_T001,Misin07G271900.1.v7.1,2,107.1,98.6
Ag00001aa035038_T001,Misin13G144900.1.v7.1,1,35.4,100
Ag00001aa035039_T002,Misin13G144800.1.v7.1,11,557.8,100
Ag00001aa035085_T001,Misin07G278100.1.v7.1,1,42.7,83.3
Ag00001aa035111_T001,Misin13G138500.1.v7.1,1,35.8,100
Ag00001aa035134_T002,Misin07G284000.1.v7.1,3,156,100
Ag00001aa035179_T001,Misin03G279100.1.v7.1,1,33.9,100
Ag00001aa035195_T001,Misin07G289700.1.v7.1,3,138.2,100
Ag00001aa035256_T001,MisinT486000.1.v7.1,2,91.6,100
Ag00001aa035294_T001,Misin07G299900.1.v7.1,1,43.1,100
Ag00001aa035340_T001,Misin04G181700.1.v7.1,2,70,100
Ag00001aa035348_T001,Misin11G098300.1.v7.1,2,70.8,100
Ag00001aa035496_T001,Misin07G314800.1.v7.1,10,442.40000000000003,100
Ag00001aa035573_T001,Misin05G277200.1.v7.1,1,33.5,100
Ag00001aa035681_T001,Misin07G308300.1.v7.1,2,70,100
Ag00001aa035695_T001,Misin07G306200.1.v7.1,1,48.5,100
Ag00001aa035701_T001,Misin13G111200.1.v7.1,2,64.6,100
Ag00001aa035719_T001,Misin07G302700.1.v7.1,3,115.5,95
Ag00001aa035901_T001,Misin14G082200.1.v7.1,1,40.4,100
Ag00001aa035946_T001,Misin07G280600.1.v7.1,1,35.4,100
Ag00001aa035949_T001,Misin16G108600.1.v7.1,1,37.4,100
Ag00001aa035973_T003,Misin07G277800.1.v7.1,1,48.9,100
Ag00001aa035976_T001,Misin07G277600.1.v7.1,1,49.3,100
Ag00001aa036120_T001,Misin07G248200.1.v7.1,3,114.8,89.5
Ag00001aa036211_T001,Misin07G254500.1.v7.1,3,105.9,88.9
Ag00001aa036252_T001,Misin07G246800.1.v7.1,7,249.60000000000002,100
Ag00001aa036259_T001,Misin15G032200.1.v7.1,1,33.9,93.3
Ag00001aa036286_T001,Misin03G220200.1.v7.1,1,47.4,100
Ag00001aa036295_T001,Misin07G263500.1.v7.1,1,53.1,96
Ag00001aa036345_T001,Misin07G244200.1.v7.1,2,85.9,100
Ag00001aa036379_T001,Misin07G241800.1.v7.1,2,70.5,100
Ag00001aa036443_T001,Misin07G235300.1.v7.1,1,37.4,100
Ag00001aa036451_T002,Misin07G232100.1.v7.1,5,223.7,95
Ag00001aa036562_T001,Misin13G192200.1.v7.1,3,134,100
Ag00001aa036586_T001,Misin07G217500.1.v7.1,2,70.9,96.65
Ag00001aa036621_T002,Misin06G151400.1.v7.1,2,82.80000000000001,100
Ag00001aa036779_T001,Misin05G174900.1.v7.1,3,199.79999999999998,100
Ag00001aa036840_T001,Misin05G170600.1.v7.1,5,211.8,100
Ag00001aa036844_T001,Misin05G170200.1.v7.1,4,183.6,100
Ag00001aa036852_T002,Misin06G171700.1.v7.1,2,110.6,100
Ag00001aa036911_T001,Misin06G185100.1.v7.1,1,64.7,100
Ag00001aa037022_T001,Misin06G178900.1.v7.1,1,40.4,100
Ag00001aa037085_T001,Misin01G039500.1.v7.1,1,34.3,100
Ag00001aa037090_T001,Misin05G191000.1.v7.1,2,77.4,97.5
Ag00001aa037104_T001,Misin06G198700.1.v7.1,2,68.9,100
Ag00001aa037134_T001,Misin16G259900.1.v7.1,2,70.1,97.2
Ag00001aa037143_T002,Misin05G205200.1.v7.1,1,39.3,100
Ag00001aa037153_T001,MisinT029400.1.v7.1,1,37.4,95
Ag00001aa037254_T001,Misin05G234900.1.v7.1,1,36.6,100
Ag00001aa037264_T001,Misin16G242900.1.v7.1,4,243.8,88.5
Ag00001aa037418_T001,Misin05G218600.1.v7.1,2,125.9,100
Ag00001aa037583_T002,Misin16G036400.1.v7.1,2,81.6,100
Ag00001aa037675_T001,Misin05G259000.1.v7.1,3,135.6,100
Ag00001aa037734_T001,Misin05G253000.1.v7.1,5,186,100
Ag00001aa037792_T001,Misin06G239000.1.v7.1,1,45.4,100
Ag00001aa037844_T001,Misin06G251700.1.v7.1,1,38.9,95
Ag00001aa037910_T001,Misin06G264000.1.v7.1,3,120.9,100
Ag00001aa037915_T002,Misin06G263500.1.v7.1,1,34.3,100
Ag00001aa037973_T002,Misin05G276600.1.v7.1,3,111.6,100
Ag00001aa038068_T001,Misin05G287700.1.v7.1,2,124.8,100
Ag00001aa038162_T001,Misin05G299000.1.v7.1,1,33.9,95.2
Ag00001aa038198_T001,Misin16G186800.1.v7.1,1,39.7,100
Ag00001aa038237_T001,Misin06G296000.1.v7.1,3,136,100
Ag00001aa038362_T001,Misin05G313800.1.v7.1,1,47.4,100
Ag00001aa038464_T002,Misin05G344000.1.v7.1,8,397.6,100
Ag00001aa038479_T001,Misin05G342700.1.v7.1,6,284.7,100
Ag00001aa038737_T001,Misin06G346700.1.v7.1,2,90.1,95.25
Ag00001aa038828_T002,Misin05G358200.1.v7.1,7,284.1,100
Ag00001aa038837_T002,Misin06G356700.1.v7.1,1,34.3,100
Ag00001aa038955_T001,Misin06G364300.1.v7.1,2,76.6,100
Ag00001aa039010_T001,Misin05G373000.1.v7.1,5,199,100
Ag00001aa039071_T001,Misin06G374000.1.v7.1,2,115.6,100
Ag00001aa039074_T001,Misin05G406500.1.v7.1,2,84.30000000000001,97.35
Ag00001aa039079_T002,Misin06G372600.1.v7.1,5,234.8,100
Ag00001aa039091_T001,Misin05G403900.1.v7.1,1,33.5,100
Ag00001aa039253_T001,Misin05G392300.1.v7.1,1,34.7,100
Ag00001aa039268_T001,Misin05G391200.1.v7.1,5,242.6,100
Ag00001aa039278_T001,Misin05G156500.1.v7.1,2,92.4,100
Ag00001aa039286_T001,Misin05G412200.1.v7.1,1,52.4,81.3
Ag00001aa039470_T001,Misin04G407100.1.v7.1,2,112.4,96.75
Ag00001aa039501_T001,Misin16G001700.1.v7.1,11,417.8999999999999,100
Ag00001aa039512_T001,Misin16G025900.1.v7.1,1,36.6,100
Ag00001aa039531_T001,Misin16G027700.1.v7.1,1,53.9,100
Ag00001aa039547_T001,Misin01G002300.1.v7.1,1,40.4,94.7
Ag00001aa039557_T002,Misin02G127800.1.v7.1,3,102.4,100
Ag00001aa039572_T001,Misin01G004800.1.v7.1,2,101.6,96.2
Ag00001aa039637_T001,Misin01G008900.1.v7.1,4,180.6,100
Ag00001aa039710_T001,Misin01G015600.1.v7.1,7,286.09999999999997,100
Ag00001aa039752_T001,Misin01G018500.1.v7.1,2,72,97.6
Ag00001aa039769_T002,Misin02G001600.1.v7.1,1,39.7,100
Ag00001aa039809_T001,Misin01G024600.1.v7.1,1,52.8,100
Ag00001aa039812_T002,Misin12G055100.1.v7.1,4,211.2,100
Ag00001aa039841_T001,Misin01G025100.1.v7.1,2,82.80000000000001,97.6
Ag00001aa039865_T002,Misin01G027800.1.v7.1,3,103.2,93.3
Ag00001aa039870_T001,Misin01G028600.1.v7.1,7,282.59999999999997,100
Ag00001aa039910_T001,Misin01G032000.1.v7.1,9,387.50000000000006,100
Ag00001aa039931_T001,Misin01G034500.1.v7.1,7,254,100
Ag00001aa039972_T001,Misin02G024300.1.v7.1,5,201.9,100
Ag00001aa039983_T002,Misin01G039600.1.v7.1,3,112.4,100
Ag00001aa039995_T001,Misin01G041600.1.v7.1,1,45.8,100
Ag00001aa040015_T001,Misin03G204500.1.v7.1,4,165.6,100
Ag00001aa040058_T001,Misin16G196200.1.v7.1,6,238.2,94.7
Ag00001aa040085_T001,Misin02G034800.1.v7.1,1,34.7,100
Ag00001aa040242_T002,Misin02G051600.1.v7.1,4,155.10000000000002,100
Ag00001aa040276_T001,Misin02G055300.1.v7.1,3,127.4,100
Ag00001aa040350_T001,Misin01G063200.1.v7.1,12,517,100
Ag00001aa040372_T001,Misin01G060800.1.v7.1,1,39.7,100
Ag00001aa040419_T001,Misin01G085200.1.v7.1,1,41.6,100
Ag00001aa040483_T001,Misin01G077400.1.v7.1,3,138.3,100
Ag00001aa040590_T003,Misin02G086800.1.v7.1,1,53.1,100
Ag00001aa040607_T001,Misin05G311100.1.v7.1,2,70.5,100
Ag00001aa040652_T001,Misin02G093300.1.v7.1,6,244.5,100
Ag00001aa040662_T001,Misin02G094200.1.v7.1,2,77.8,100
Ag00001aa040663_T001,Misin01G108800.1.v7.1,16,685.8999999999999,100
Ag00001aa040677_T001,Misin01G107700.1.v7.1,1,35.8,100
Ag00001aa040693_T001,Misin01G109700.1.v7.1,1,33.1,100
Ag00001aa040761_T001,Misin02G103500.1.v7.1,9,380.7,100
Ag00001aa040764_T001,Misin02G103800.1.v7.1,2,81.30000000000001,100
Ag00001aa040781_T001,Misin01G118500.1.v7.1,6,224.9,100
Ag00001aa040830_T002,Misin01G122900.1.v7.1,2,74.7,90.9
Ag00001aa040833_T001,Misin01G123100.1.v7.1,1,40.4,100
Ag00001aa040903_T001,Misin02G126500.1.v7.1,3,149.10000000000002,100
Ag00001aa040947_T001,Misin16G220200.1.v7.1,1,43.9,100
Ag00001aa040972_T001,Misin04G000400.1.v7.1,1,48.1,95.7
Ag00001aa040984_T001,Misin01G146000.1.v7.1,1,39.7,95
Ag00001aa041106_T001,Misin01G135600.1.v7.1,1,33.9,100
Ag00001aa041179_T001,Misin02G145800.1.v7.1,3,134.4,100
Ag00001aa041237_T001,Misin01G154000.1.v7.1,13,671.4,100
Ag00001aa041329_T003,Misin01G162000.1.v7.1,1,57.8,100
Ag00001aa041416_T002,Misin01G172700.1.v7.1,1,44.3,100
Ag00001aa041441_T001,Misin01G175700.1.v7.1,2,105.1,100
Ag00001aa041444_T001,Misin01G176000.1.v7.1,1,39.7,100
Ag00001aa041470_T002,Misin02G177100.1.v7.1,1,36.2,100
Ag00001aa041473_T002,Misin02G176800.1.v7.1,1,32.7,100
Ag00001aa041500_T003,Misin11G199300.1.v7.1,2,70.1,100
Ag00001aa041516_T001,Misin02G173100.1.v7.1,2,75.1,83.4
Ag00001aa041522_T001,Misin01G184700.1.v7.1,5,186.39999999999998,100
Ag00001aa041527_T001,Misin01G185200.1.v7.1,8,441,100
Ag00001aa041563_T001,Misin02G182500.1.v7.1,1,63.2,100
Ag00001aa041572_T001,Misin01G193800.1.v7.1,1,34.3,100
Ag00001aa041594_T002,MisinT335300.1.v7.1,3,107.4,100
Ag00001aa041658_T001,Misin01G194700.1.v7.1,1,43.5,100
Ag00001aa041691_T001,Misin01G197200.1.v7.1,7,345.4,100
Ag00001aa041730_T001,Misin01G201500.1.v7.1,5,258.90000000000003,100
Ag00001aa041736_T002,Misin01G201800.1.v7.1,1,47.8,100
Ag00001aa041739_T001,Misin01G202300.1.v7.1,1,36.6,100
Ag00001aa041745_T001,Misin01G203000.1.v7.1,1,48.5,100
Ag00001aa041752_T001,Misin02G193000.1.v7.1,1,41.6,94.4
Ag00001aa041819_T003,Misin01G211300.1.v7.1,17,782.4000000000001,100
Ag00001aa041830_T001,Misin02G201600.1.v7.1,1,61.6,100
Ag00001aa041877_T002,Misin09G113800.1.v7.1,9,339.09999999999997,100
Ag00001aa041893_T003,MisinT268000.1.v7.1,1,37.4,100
Ag00001aa041929_T001,Misin01G219100.1.v7.1,1,53.1,96.2
Ag00001aa041954_T001,Misin01G221800.1.v7.1,1,33.1,100
Ag00001aa041955_T001,Misin01G221900.1.v7.1,2,77.8,91.2
Ag00001aa041966_T001,Misin12G062300.1.v7.1,3,128.9,100
Ag00001aa041993_T001,Misin02G216300.1.v7.1,1,47.8,92
Ag00001aa041999_T001,Misin01G225500.1.v7.1,1,34.3,100
Ag00001aa042002_T002,Misin02G215300.1.v7.1,1,36.2,100
Ag00001aa042003_T005,Misin02G215200.1.v7.1,4,165.6,100
Ag00001aa042043_T002,Misin02G221600.1.v7.1,1,52.4,100
Ag00001aa042061_T001,Misin01G230500.1.v7.1,2,82.8,97.35
Ag00001aa042090_T005,Misin01G234400.1.v7.1,2,74.7,100
Ag00001aa042113_T003,MisinT452900.1.v7.1,3,123.89999999999999,85
Ag00001aa042136_T001,Misin02G231600.1.v7.1,1,56.6,96.4
Ag00001aa042228_T001,Misin11G269800.1.v7.1,1,37,100
Ag00001aa042230_T001,Misin11G270000.1.v7.1,4,146.3,96.65
Ag00001aa042232_T001,Misin12G281400.1.v7.1,2,74.3,100
Ag00001aa042240_T003,Misin07G459900.1.v7.1,2,74.8,100
Ag00001aa042251_T002,Misin11G271500.1.v7.1,4,183.6,100
Ag00001aa042260_T003,Misin12G278900.1.v7.1,1,50.1,100
Ag00001aa042267_T001,Misin12G278300.1.v7.1,1,41.2,100
Ag00001aa042322_T001,Misin12G276600.1.v7.1,2,71.6,100
Ag00001aa042331_T001,Misin11G249400.1.v7.1,1,48.9,91.3
Ag00001aa042357_T001,Misin11G251500.1.v7.1,3,129.4,100
Ag00001aa042369_T001,Misin12G272900.1.v7.1,1,42,95
Ag00001aa042374_T001,Misin11G248000.1.v7.1,2,75.1,100
Ag00001aa042377_T001,Misin19G055000.1.v7.1,1,45.1,100
Ag00001aa042401_T001,Misin12G270100.1.v7.1,1,46.2,100
Ag00001aa042406_T001,Misin11G253800.1.v7.1,2,90.5,100
Ag00001aa042417_T002,Misin11G255000.1.v7.1,3,102.4,100
Ag00001aa042418_T001,Misin04G308700.1.v7.1,2,97.9,94.1
Ag00001aa042421_T001,Misin11G255300.1.v7.1,2,77,100
Ag00001aa042455_T001,Misin11G258200.1.v7.1,1,34.3,100
Ag00001aa042463_T001,Misin11G259000.1.v7.1,1,51.6,93.1
Ag00001aa042464_T001,Misin11G259100.1.v7.1,3,132.1,100
Ag00001aa042465_T001,Misin11G259200.1.v7.1,1,38.1,85
Ag00001aa042471_T002,Misin11G259900.1.v7.1,1,33.9,100
Ag00001aa042491_T001,Misin11G262500.1.v7.1,5,249.5,100
Ag00001aa042497_T001,Misin06G149000.1.v7.1,3,122.5,100
Ag00001aa042509_T001,Misin11G238800.1.v7.1,2,97.4,100
Ag00001aa042526_T002,Misin11G240600.1.v7.1,4,156.7,100
Ag00001aa042534_T001,Misin11G241700.1.v7.1,13,528.3,100
Ag00001aa042586_T002,Misin09G102100.1.v7.1,2,68.6,100
Ag00001aa042621_T002,Misin12G248300.1.v7.1,1,50.1,100
Ag00001aa042689_T001,Misin11G228700.1.v7.1,2,88.9,100
Ag00001aa042693_T001,Misin11G228300.1.v7.1,2,97,97.35
Ag00001aa042735_T001,Misin11G225400.1.v7.1,2,73.9,100
Ag00001aa042783_T002,Misin11G220300.1.v7.1,1,45.1,95
Ag00001aa042815_T001,Misin11G221900.1.v7.1,2,71.30000000000001,100
Ag00001aa042858_T001,Misin12G203400.1.v7.1,3,183.20000000000002,95.7
Ag00001aa042890_T001,Misin12G206800.1.v7.1,3,146,95.8
Ag00001aa042912_T001,Misin11G207200.1.v7.1,1,51.2,100
Ag00001aa042915_T001,Misin12G210000.1.v7.1,2,70.80000000000001,96.65
Ag00001aa042962_T002,Misin11G171000.1.v7.1,1,34.7,100
Ag00001aa043161_T002,Misin11G189800.1.v7.1,1,38.5,100
Ag00001aa043171_T001,Misin11G190600.1.v7.1,1,49.3,100
Ag00001aa043260_T001,Misin03G278000.1.v7.1,1,36.6,100
Ag00001aa043291_T002,Misin11G170900.1.v7.1,1,38.9,95.2
Ag00001aa043380_T002,Misin11G160900.1.v7.1,2,90.2,100
Ag00001aa043392_T003,Misin12G163900.1.v7.1,1,43.1,100
Ag00001aa043420_T001,Misin11G157300.1.v7.1,2,86.7,100
Ag00001aa043450_T001,Misin11G155900.1.v7.1,1,37.4,100
Ag00001aa043616_T002,Misin11G136900.1.v7.1,3,108.3,100
Ag00001aa043617_T002,Misin11G136800.1.v7.1,4,161.4,100
Ag00001aa043624_T001,Misin12G142200.1.v7.1,2,66.2,100
Ag00001aa043737_T001,Misin12G127900.1.v7.1,2,97.4,100
Ag00001aa043747_T004,Misin09G162800.1.v7.1,3,130.9,100
Ag00001aa043756_T002,Misin12G126200.1.v7.1,7,346.5,100
Ag00001aa043824_T002,Misin11G113700.1.v7.1,1,38.5,100
Ag00001aa043843_T001,Misin11G112100.1.v7.1,1,39.3,100
Ag00001aa043862_T002,Misin11G110400.1.v7.1,1,38.5,100
Ag00001aa043967_T001,Misin11G104400.1.v7.1,2,80.8,88.9
Ag00001aa044021_T001,Misin11G102700.1.v7.1,4,145.60000000000002,100
Ag00001aa044048_T001,Misin12G096700.1.v7.1,2,73.5,100
Ag00001aa044168_T002,Misin11G083100.1.v7.1,5,225.8,100
Ag00001aa044175_T002,Misin12G084000.1.v7.1,4,187.9,100
Ag00001aa044203_T002,Misin11G079900.1.v7.1,1,35,100
Ag00001aa044213_T001,Misin12G083500.1.v7.1,4,169.3,95
Ag00001aa044234_T001,Misin05G380500.1.v7.1,1,53.5,100
Ag00001aa044277_T001,Misin11G077200.1.v7.1,3,123.6,100
Ag00001aa044369_T001,Misin12G068500.1.v7.1,7,350.69999999999993,100
Ag00001aa044413_T002,Misin12G073800.1.v7.1,3,115.8,100
Ag00001aa044445_T001,Misin12G062300.1.v7.1,5,206.70000000000002,100
Ag00001aa044449_T001,Misin07G455400.1.v7.1,1,33.9,100
Ag00001aa044489_T001,Misin11G051000.1.v7.1,13,565.7,100
Ag00001aa044512_T001,Misin12G055100.1.v7.1,5,254.3,100
Ag00001aa044570_T002,Misin10G098800.1.v7.1,2,88.5,100
Ag00001aa044595_T001,Misin09G109900.1.v7.1,1,37.4,100
Ag00001aa044616_T001,Misin09G105000.1.v7.1,6,257.2,100
Ag00001aa044642_T003,Misin10G082600.1.v7.1,2,93.5,100
Ag00001aa044676_T001,Misin09G102400.1.v7.1,2,70.8,100
Ag00001aa044902_T001,Misin09G090300.1.v7.1,1,39.7,95
Ag00001aa044936_T001,Misin10G067500.1.v7.1,1,55.8,100
Ag00001aa044965_T001,Misin10G064900.1.v7.1,1,41.2,86.4
Ag00001aa044986_T001,Misin09G074000.1.v7.1,2,87.4,100
Ag00001aa044993_T001,Misin09G070600.1.v7.1,1,50.1,100
Ag00001aa045096_T002,Misin09G064200.1.v7.1,3,120.5,95.5
Ag00001aa045235_T001,Misin10G052100.1.v7.1,5,312.3,100
Ag00001aa045259_T001,Misin10G048800.1.v7.1,1,47,100
Ag00001aa045267_T001,Misin10G046800.1.v7.1,1,50.1,95.2
Ag00001aa045319_T003,Misin09G054200.1.v7.1,2,75,100
Ag00001aa045351_T001,Misin09G056900.1.v7.1,1,41.6,100
Ag00001aa045425_T001,Misin09G074000.1.v7.1,2,87.4,100
Ag00001aa045441_T001,Misin09G074000.1.v7.1,3,141.3,100
Ag00001aa045453_T001,Misin09G029200.1.v7.1,1,69.7,97
Ag00001aa045553_T001,Misin09G040400.1.v7.1,1,39.7,100
Ag00001aa045557_T001,Misin02G103400.1.v7.1,2,72,96.65
Ag00001aa045644_T001,MisinT350600.1.v7.1,1,46.2,100
Ag00001aa045674_T001,MisinT249000.1.v7.1,1,39.3,100
Ag00001aa045781_T001,Misin09G014000.1.v7.1,4,164.9,100
Ag00001aa045830_T001,Misin09G009200.1.v7.1,3,105.5,100
Ag00001aa045862_T001,Misin09G005900.1.v7.1,3,128.60000000000002,100
Ag00001aa045897_T001,MisinT389800.1.v7.1,3,125.9,94.1
Ag00001aa045919_T001,Misin09G001000.1.v7.1,2,72.4,100
Ag00001aa045952_T001,MisinT156800.1.v7.1,1,43.5,95
Ag00001aa046015_T001,MisinT152900.1.v7.1,2,93.2,100
Ag00001aa046096_T002,MisinT054800.1.v7.1,5,236.8,100
Ag00001aa046177_T001,MisinT104400.1.v7.1,12,470.6,100
Ag00001aa046278_T001,Misin05G380600.1.v7.1,2,75.9,100
Ag00001aa046279_T001,Misin05G380500.1.v7.1,2,87.4,100
Ag00001aa046293_T001,Misin06G393200.1.v7.1,1,57,96.2
Ag00001aa046309_T001,Misin06G395200.1.v7.1,1,54.3,100
Ag00001aa046346_T001,Misin06G415300.1.v7.1,2,76.3,94.45
Ag00001aa046359_T001,Misin06G413800.1.v7.1,7,288.4,100
Ag00001aa046418_T001,Misin05G393300.1.v7.1,1,41.2,100
Ag00001aa046514_T001,MisinT203800.1.v7.1,3,160.6,100
Ag00001aa046529_T002,Misin06G369200.1.v7.1,1,33.5,100
Ag00001aa046570_T001,Misin06G373500.1.v7.1,2,103.2,100
Ag00001aa046618_T001,Misin06G378900.1.v7.1,1,38.9,100
Ag00001aa046661_T001,Misin05G370600.1.v7.1,4,170.70000000000002,91.3
Ag00001aa046697_T001,Misin05G376600.1.v7.1,2,88.9,97.2
Ag00001aa046717_T001,Misin05G378500.1.v7.1,1,31.6,100
Ag00001aa046776_T001,Misin05G357100.1.v7.1,1,51.2,100
Ag00001aa046867_T003,Misin05G369500.1.v7.1,1,39.7,100
Ag00001aa046921_T001,Misin06G343000.1.v7.1,1,41.2,100
Ag00001aa046929_T002,Misin06G341800.1.v7.1,5,191.3,100
Ag00001aa046989_T002,Misin05G325400.1.v7.1,7,291.8,100
Ag00001aa047073_T001,Misin06G332000.1.v7.1,1,46.2,96.2
Ag00001aa047115_T005,Misin05G338300.1.v7.1,3,103.6,100
Ag00001aa047131_T001,Misin06G321500.1.v7.1,1,37.4,89.5
Ag00001aa047169_T001,Misin02G408300.1.v7.1,7,307.3,100
Ag00001aa047186_T002,Misin06G316100.1.v7.1,2,70.9,100
Ag00001aa047250_T001,Misin06G309900.1.v7.1,1,37.7,100
Ag00001aa047271_T001,Misin02G110200.1.v7.1,4,155.2,100
Ag00001aa047303_T001,Misin05G318300.1.v7.1,1,41.6,100
Ag00001aa047327_T002,Misin05G311100.1.v7.1,11,611.9,100
Ag00001aa047376_T001,Misin04G374700.1.v7.1,2,84,100
Ag00001aa047439_T001,Misin06G284600.1.v7.1,2,73.9,96.45
Ag00001aa047463_T001,Misin06G289700.1.v7.1,1,34.7,83.3
Ag00001aa047468_T002,Misin06G290300.1.v7.1,3,121.7,100
Ag00001aa047508_T001,Misin05G295500.1.v7.1,5,280.7,100
Ag00001aa047515_T001,Misin05G295000.1.v7.1,1,35.8,100
Ag00001aa047622_T002,Misin06G274700.1.v7.1,2,101.6,100
Ag00001aa047637_T001,Misin05G281300.1.v7.1,1,58.2,100
Ag00001aa047654_T002,Misin06G271100.1.v7.1,1,34.3,100
Ag00001aa047656_T001,Misin06G271000.1.v7.1,1,55.1,100
Ag00001aa047694_T002,Misin05G277200.1.v7.1,8,326,100
Ag00001aa047731_T001,Misin05G264500.1.v7.1,2,81.3,100
Ag00001aa047741_T001,Misin06G264000.1.v7.1,2,77.4,100
Ag00001aa047794_T002,Misin05G273100.1.v7.1,5,208.29999999999998,100
Ag00001aa047796_T003,Misin06G252800.1.v7.1,4,183.39999999999998,97.85
Ag00001aa047912_T003,Misin05G251700.1.v7.1,9,383.50000000000006,100
Ag00001aa047914_T001,Misin05G252000.1.v7.1,1,34.7,100
Ag00001aa047921_T001,Misin05G253000.1.v7.1,4,141.7,100
Ag00001aa047973_T001,Misin05G258600.1.v7.1,1,46.2,100
Ag00001aa047977_T001,Misin05G259000.1.v7.1,3,135.6,100
Ag00001aa048040_T001,Misin05G243100.1.v7.1,1,45.4,100
Ag00001aa048041_T001,Misin16G036400.1.v7.1,2,81.6,100
Ag00001aa048135_T001,Misin05G214100.1.v7.1,6,236.1,100
Ag00001aa048179_T001,Misin05G218600.1.v7.1,2,125.9,100
Ag00001aa048233_T001,Misin06G223400.1.v7.1,3,110.5,100
Ag00001aa048266_T001,Misin06G200500.1.v7.1,2,85.1,100
Ag00001aa048304_T001,Misin05G230700.1.v7.1,1,33.9,94.7
Ag00001aa048344_T001,Misin16G064900.1.v7.1,2,83.5,96.45
Ag00001aa048386_T001,Misin05G236700.1.v7.1,2,69.4,100
Ag00001aa048438_T001,Misin05G201500.1.v7.1,3,125.8,100
Ag00001aa048506_T002,Misin06G199600.1.v7.1,1,35.8,100
Ag00001aa048517_T001,Misin06G198500.1.v7.1,4,154.4,100
Ag00001aa048528_T002,Misin05G191000.1.v7.1,1,39.7,100
Ag00001aa048532_T001,Misin06G197200.1.v7.1,1,40,100
Ag00001aa048543_T001,MisinT296800.1.v7.1,2,100.9,100
Ag00001aa048548_T001,Misin05G192400.1.v7.1,6,255.3,95.05000000000001
Ag00001aa048566_T001,Misin03G059600.1.v7.1,1,35.8,100
Ag00001aa048576_T002,Misin04G076700.1.v7.1,1,39.3,93.8
Ag00001aa048615_T001,Misin09G173300.1.v7.1,1,39.3,94.1
Ag00001aa048661_T001,Misin16G218000.1.v7.1,1,38.1,100
Ag00001aa048714_T001,Misin06G150800.1.v7.1,1,47.8,100
Ag00001aa048715_T002,Misin05G184000.1.v7.1,1,43.5,100
Ag00001aa048771_T001,Misin07G254900.1.v7.1,1,45.1,100
Ag00001aa048819_T001,Misin05G173500.1.v7.1,3,131.7,100
Ag00001aa048827_T002,Misin05G174200.1.v7.1,1,42.7,100
Ag00001aa048830_T001,Misin06G164100.1.v7.1,1,53.1,100
Ag00001aa048902_T001,Misin06G156300.1.v7.1,3,130.5,100
Ag00001aa048920_T001,Misin05G165600.1.v7.1,2,96.69999999999999,100
Ag00001aa048965_T001,Misin06G149400.1.v7.1,3,109.8,100
Ag00001aa048970_T001,Misin10G203000.1.v7.1,2,77.8,97.05
Ag00001aa049223_T001,MisinT088800.1.v7.1,2,83.5,97.75
Ag00001aa049646_T001,MisinT177400.1.v7.1,2,77.8,88.9
Ag00001aa049647_T001,MisinT177000.1.v7.1,2,63.2,100
Ag00001aa049653_T001,Misin09G151200.1.v7.1,1,33.1,100
Ag00001aa049776_T001,Misin12G038500.1.v7.1,5,205.2,100
Ag00001aa049833_T001,MisinT011700.1.v7.1,6,236.8,100
Ag00001aa049986_T001,Misin07G369400.1.v7.1,3,126.30000000000001,83.3
Ag00001aa050107_T001,MisinT401100.1.v7.1,1,34.3,100
Ag00001aa050176_T001,Misin14G071600.1.v7.1,1,45.8,100
Ag00001aa050259_T001,Misin09G141100.1.v7.1,1,35.8,100
Ag00001aa050319_T001,Misin08G130300.1.v7.1,2,94.3,100
Ag00001aa050328_T001,Misin07G344200.1.v7.1,2,85.5,100
Ag00001aa050341_T001,Misin07G342400.1.v7.1,4,154.8,100
Ag00001aa050348_T001,Misin08G136000.1.v7.1,11,560.5999999999999,100
Ag00001aa050391_T003,Misin07G375500.1.v7.1,3,126.2,94.7
Ag00001aa050402_T001,Misin07G362100.1.v7.1,1,43.9,100
Ag00001aa050502_T001,Misin07G355200.1.v7.1,9,393.1,100
Ag00001aa050514_T001,Misin08G149800.1.v7.1,3,113.10000000000001,100
Ag00001aa050518_T001,Misin08G148700.1.v7.1,1,34.7,100
Ag00001aa050559_T001,Misin07G516500.1.v7.1,3,102.1,100
Ag00001aa050576_T001,Misin07G346000.1.v7.1,1,42.4,100
Ag00001aa050674_T001,Misin07G448700.1.v7.1,1,36.6,100
Ag00001aa050832_T001,Misin07G377400.1.v7.1,2,97.5,100
Ag00001aa050887_T003,Misin07G389300.1.v7.1,1,46.2,100
Ag00001aa050939_T001,Misin07G405100.1.v7.1,1,45.8,100
Ag00001aa050944_T001,Misin08G198300.1.v7.1,3,111.2,100
Ag00001aa050969_T001,Misin08G201800.1.v7.1,2,82,100
Ag00001aa050972_T001,Misin08G202200.1.v7.1,1,37.7,100
Ag00001aa051010_T003,Misin07G412000.1.v7.1,4,173.7,100
Ag00001aa051015_T001,Misin01G295000.1.v7.1,4,154.79999999999998,100
Ag00001aa051018_T001,Misin12G150500.1.v7.1,1,36.2,100
Ag00001aa051029_T001,Misin07G413400.1.v7.1,1,39.7,100
Ag00001aa051068_T002,Misin07G418700.1.v7.1,3,124.00000000000001,95
Ag00001aa051103_T001,Misin07G209000.1.v7.1,3,109.69999999999999,100
Ag00001aa051140_T001,Misin07G426900.1.v7.1,4,150.5,95
