orthogroup	protein_id	description
OG0012921	Td00001aa008498_T001	MAR-binding filament-like protein 1-1
OG0012922	Td00001aa008499_T001	"50S ribosomal protein L34, chloroplastic"
OG0012923	Td00001aa008500_T003	EamA domain-containing protein
OG0022106	Td00001aa008501_T002	Coumaroyl shikimate 3-hydroxylase 2
OG0052274	Td00001aa008502_T001	Cysteine proteinase inhibitor
OG0001536	Td00001aa008503_T001	Plastidic phosphate translocator-like protein1
OG0004519	Td00001aa008504_T001	Auxin efflux carrier component
OG0005904	Td00001aa008505_T001	Circadian clock coupling factor ZGT
OG0018200	Td00001aa008506_T001	WAS/WASL-interacting protein family member 3-like
OG0012925	Td00001aa008507_T001	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
OG0001940	Td00001aa008508_T001	RING-type E3 ubiquitin transferase
OG0010164	Td00001aa008509_T001	Basic leucine zipper 23
OG0005905	Td00001aa008510_T001	"Protein GAMETE CELL DEFECTIVE 1, mitochondrial"
OG0012926	Td00001aa008511_T001	"Bifunctional endo-1,4-beta-xylanase XylA-like"
OG0028017	Td00001aa008512_T001	DNA-(apurinic or apyrimidinic site) endonuclease
OG0000724	Td00001aa008514_T001	Protein MICRORCHIDIA 6
OG0012927	Td00001aa008515_T001	Polyadenylate-binding protein 1-B-binding protein
OG0020370	Td00001aa008516_T002	Phosphoglycerate kinase
OG0020687	Td00001aa008517_T002	Latex-abundant protein
OG0020688	Td00001aa008518_T001	DNA-3-methyladenine glycosylase I
OG0023420	Td00001aa008519_T001	NB-ARC domain-containing protein
OG0024509	Td00001aa008520_T001	Disease resistance RPP13-like protein 4
OG0024510	Td00001aa008521_T001	Disease resistance protein RGA4
OG0025580	Td00001aa008522_T001	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1"
OG0012928	Td00001aa008524_T002	"Ycf3-interacting protein 1, chloroplastic"
OG0007747	Td00001aa008525_T001	Transcription factor MYC/MYB N-terminal domain-containing protein
OG0005906	Td00001aa008526_T001	Ethylene-responsive transcription factor 4
OG0052275	Td00001aa008528_T001	40S ribosomal protein S29
OG0007749	Td00001aa008530_T001	Putative E3 ubiquitin-protein ligase RING1a
OG0018204	Td00001aa008531_T001	Haloacid dehalogenase (HAD) superfamily protein
OG0002965	Td00001aa008532_T001	Shadow of prion protein
OG0002965	Td00001aa008533_T001	Shadow of prion protein
OG0001378	Td00001aa008534_T001	SUI1 domain-containing protein
OG0008092	Td00001aa008535_T001	Nucleoredoxin 2
OG0004520	Td00001aa008536_T003	Myosin heavy chain-related
OG0005907	Td00001aa008537_T001	Ribbon-helix-helix protein CopG domain-containing protein
OG0010166	Td00001aa008538_T001	CWF21 domain-containing protein
OG0052276	Td00001aa008539_T001	Pectate lyase
OG0002198	Td00001aa008540_T001	Ribbon-helix-helix protein CopG domain-containing protein
OG0000322	Td00001aa008541_T001	40S ribosomal protein S25
OG0012929	Td00001aa008544_T001	Putative membrane-associated salt-inducible protein (Fragment)
OG0020372	Td00001aa008545_T001	Polyphenol oxidase
OG0010797	Td00001aa008546_T001	Probable serine/threonine-protein kinase PBL23
OG0010168	Td00001aa008547_T001	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1, chloroplastic"
OG0001537	Td00001aa008548_T001	Partner of Nob1
OG0018205	Td00001aa008549_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0005908	Td00001aa008550_T001	Homeobox-leucine zipper protein TF1
OG0052277	Td00001aa008551_T001	Phytocyanin domain-containing protein
OG0010169	Td00001aa008552_T001	Disease resistance protein RPS2
OG0052278	Td00001aa008553_T001	AB hydrolase-1 domain-containing protein
OG0032697	Td00001aa008554_T001	G-box-binding factor 4
OG0018208	Td00001aa008555_T003	Peroxidase
OG0013298	Td00001aa008556_T003	BCAS3 domain-containing protein
OG0018209	Td00001aa008557_T001	Sulfite exporter TauE/SafE family protein
OG0012932	Td00001aa008558_T001	Early nodulin 20
OG0010171	Td00001aa008559_T001	Transcriptional activator HAA1
OG0022210	Td00001aa008560_T001	Indole-3-acetic acid-amido synthetase GH3.6
OG0052279	Td00001aa008561_T001	Mitochondrial import inner membrane translocase subunit Tim16
OG0017308	Td00001aa008563_T001	Reverse transcriptase zinc-binding domain-containing protein (Fragment)
OG0007750	Td00001aa008565_T001	Transcription factor bHLH112
OG0001236	Td00001aa008566_T003	NAD(P)H dehydrogenase (quinone)
OG0018210	Td00001aa008567_T001	Receptor-like serine/threonine-protein kinase
OG0018211	Td00001aa008568_T003	Receptor-like serine/threonine-protein kinase
OG0015637	Td00001aa008569_T001	Receptor-like serine/threonine-protein kinase
OG0018212	Td00001aa008570_T001	Receptor-like serine/threonine-protein kinase
OG0022209	Td00001aa008571_T001	ferroxidase
OG0001553	Td00001aa008572_T001	Calcium-binding protein PBP1
OG0015932	Td00001aa008573_T001	UspA domain-containing protein
OG0022308	Td00001aa008574_T002	Diacylglycerol kinase
OG0001563	Td00001aa008577_T001	LysM domain-containing protein
OG0023596	Td00001aa008579_T001	1-acylglycerol-3-phosphate O-acyltransferase
OG0015638	Td00001aa008580_T001	Vacuolar protein sorting-associated protein 28 homolog
OG0015639	Td00001aa008581_T001	SAND domain-containing protein
OG0018214	Td00001aa008582_T003	NPH3 domain-containing protein
OG0001237	Td00001aa008583_T002	Secretory carrier-associated membrane protein
OG0005909	Td00001aa008584_T001	SR protein related family member
OG0007752	Td00001aa008585_T004	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related
OG0007753	Td00001aa008587_T005	"Insulin-degrading enzyme-like 1, peroxisomal"
OG0002241	Td00001aa008588_T003	Vacuole membrane protein KMS1
OG0010798	Td00001aa008592_T001	Putative serine/threonine-protein kinase yrzF
OG0022897	Td00001aa008593_T001	DNA polymerase III gamma subunit domain-containing protein
OG0018591	Td00001aa008594_T001	Arabinogalactan protein
OG0020374	Td00001aa008595_T003	Protein UPSTREAM OF FLC
OG0018215	Td00001aa008596_T001	Ultraviolet-B receptor UVR8
OG0000855	Td00001aa008597_T001	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
OG0015641	Td00001aa008598_T001	Exonuclease 1
OG0018417	Td00001aa008599_T001	Conserved oligomeric Golgi complex subunit 1
OG0007754	Td00001aa008600_T001	Verprolin
OG0007755	Td00001aa008601_T002	Purple acid phosphatase
OG0015642	Td00001aa008602_T001	WD repeat-containing protein 13
OG0001645	Td00001aa008603_T001	Ubiquitin-activating enzyme E1 domain-containing protein 1
OG0013528	Td00001aa008605_T002	cytokinin dehydrogenase
OG0012934	Td00001aa008607_T002	MATH domain-containing protein
OG0010172	Td00001aa008608_T001	GTD-binding domain-containing protein
OG0004521	Td00001aa008610_T001	Plus3 domain-containing protein
OG0018218	Td00001aa008612_T001	Zeta toxin domain-containing protein
OG0015647	Td00001aa008613_T001	Photosystem II reaction center protein PsbW
OG0052284	Td00001aa008614_T002	"alpha-1,2-Mannosidase"
OG0015648	Td00001aa008615_T001	FK506-binding protein 2-1
OG0028332	Td00001aa008617_T001	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
OG0005910	Td00001aa008618_T003	Dymeclin
OG0010174	Td00001aa008620_T003	Signal recognition particle 54 kDa protein
OG0025018	Td00001aa008622_T001	Lysosomal beta glucosidase
OG0004021	Td00001aa008623_T001	Double-stranded RNA-binding protein 1
OG0012936	Td00001aa008625_T001	LOB domain-containing protein
OG0010176	Td00001aa008627_T001	ubiquitinyl hydrolase 1
OG0020378	Td00001aa008628_T002	Mal d 1-associated protein
OG0002737	Td00001aa008629_T001	Mitochondrial acidic protein MAM33
OG0015649	Td00001aa008630_T001	Tubby C-terminal domain-containing protein
OG0004522	Td00001aa008631_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0001941	Td00001aa008632_T001	Copper transport protein
OG0001729	Td00001aa008633_T001	Protein kinase domain-containing protein
OG0007756	Td00001aa008634_T001	F-box protein family
OG0016175	Td00001aa008635_T002	Plastid transcriptionally active 12
OG0018592	Td00001aa008636_T001	Subtilisin-like protease
OG0002966	Td00001aa008637_T003	"Lipoyl synthase, chloroplastic"
OG0018593	Td00001aa008638_T001	mRNA decay factor PAT1 domain-containing protein
OG0002199	Td00001aa008639_T003	Maternal effect embryo arrest 22
OG0023775	Td00001aa008640_T001	(wild Malaysian banana) hypothetical protein (Fragment)
OG0004523	Td00001aa008641_T003	Transmembrane protein 56
OG0015650	Td00001aa008642_T001	Phenylalanine--tRNA ligase beta subunit
OG0026331	Td00001aa008643_T001	CRM domain-containing protein (Fragment)
OG0012940	Td00001aa008644_T001	Protein CROWDED NUCLEI 4
OG0018594	Td00001aa008645_T002	Glycosyltransferase 2-like domain-containing protein
OG0002967	Td00001aa008647_T001	DUF630 domain-containing protein
OG0002968	Td00001aa008649_T001	E3 ubiquitin-protein ligase RMA
OG0010381	Td00001aa008651_T001	glutathione transferase
OG0005912	Td00001aa008652_T001	Putative calcium-binding protein CML41
OG0001538	Td00001aa008653_T001	Serpin domain-containing protein
OG0008091	Td00001aa008654_T002	Nucleic acid binding
OG0000620	Td00001aa008655_T001	Formamidase
OG0003572	Td00001aa008656_T002	Indole-3-acetic acid-amido synthetase GH3.1
OG0010800	Td00001aa008657_T001	YqgF/RNase H-like domain-containing protein
OG0052285	Td00001aa008658_T001	Isopentenyl phosphate kinase
OG0001379	Td00001aa008659_T001	chorismate mutase
OG0007757	Td00001aa008660_T001	Phytocyanin domain-containing protein
OG0026363	Td00001aa008661_T001	CLAVATA3/ESR (CLE)-related protein 10
OG0018221	Td00001aa008662_T002	DUF155 domain-containing protein
OG0015652	Td00001aa008663_T001	X8 domain-containing protein
OG0010179	Td00001aa008665_T001	Furry
OG0010180	Td00001aa008666_T001	TCP domain-containing protein
OG0020394	Td00001aa008667_T001	Variant-silencing SET domain-containing protein-like
OG0015653	Td00001aa008668_T001	UDP-arabinopyranose mutase
OG0007759	Td00001aa008670_T002	Triacylglycerol lipase SDP1
OG0007760	Td00001aa008671_T001	Major facilitator superfamily (MFS) profile domain-containing protein
OG0010802	Td00001aa008672_T001	NPF family transporter
OG0007761	Td00001aa008673_T002	4-coumarate--CoA ligase
OG0002969	Td00001aa008674_T001	CRC domain-containing protein
OG0007758	Td00001aa008675_T001	Chlororespiratory reduction 7
OG0000960	Td00001aa008677_T001	FAR1 domain-containing protein
OG0015654	Td00001aa008679_T001	Aspartate aminotransferase
OG0002700	Td00001aa008680_T001	HAT C-terminal dimerisation domain-containing protein
OG0005913	Td00001aa008681_T001	PRONE domain-containing protein
OG0018595	Td00001aa008682_T001	Dynein light chain
OG0012943	Td00001aa008683_T001	SAP30-binding protein isoform A
OG0018596	Td00001aa008685_T001	non-specific serine/threonine protein kinase
OG0011598	Td00001aa008686_T001	DOG1 domain-containing protein
OG0003575	Td00001aa008689_T002	cysteine dioxygenase
OG0003702	Td00001aa008690_T001	Beta-galactosidase 13
OG0012945	Td00001aa008691_T002	Cytochrome b5 heme-binding domain-containing protein
OG0015655	Td00001aa008692_T001	Histone-lysine N-methyltransferase SETDB1-B
OG0003702	Td00001aa008694_T001	Beta-galactosidase 13
OG0052287	Td00001aa008695_T001	cysteine dioxygenase
OG0001063	Td00001aa008696_T003	Phosphatidate cytidylyltransferase
OG0007764	Td00001aa008697_T001	Cyclic dof factor 4
OG0015931	Td00001aa008698_T001	HMA domain-containing protein
OG0012946	Td00001aa008699_T002	UmuC domain-containing protein
OG0004527	Td00001aa008700_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0005915	Td00001aa008701_T001	Interactor of constitutive active ROPs 1
OG0007765	Td00001aa008702_T001	Calcyclin-binding protein
OG0010183	Td00001aa008703_T001	Holliday junction DNA helicase ruvB N-terminus
OG0001029	Td00001aa008704_T001	Ubiquitin-like protease family profile domain-containing protein
OG0007766	Td00001aa008705_T001	Gibberellin 2-beta-dioxygenase
OG0003576	Td00001aa008707_T002	DUF642 domain-containing protein
OG0003577	Td00001aa008708_T003	HTH La-type RNA-binding domain-containing protein
OG0005916	Td00001aa008709_T001	GYF domain-containing protein
OG0052289	Td00001aa008710_T001	Basic leucine zipper 61
OG0004315	Td00001aa008712_T001	RING-H2 finger protein ATL2K
OG0012947	Td00001aa008713_T001	Transcription factor PCF7
OG0012948	Td00001aa008714_T001	Calmodulin-binding domain-containing protein
OG0002201	Td00001aa008715_T001	SMP domain-containing protein
OG0018597	Td00001aa008716_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0052290	Td00001aa008718_T001	Hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1
OG0010184	Td00001aa008719_T001	"1,3-beta-glucan synthase"
OG0032021	Td00001aa008720_T001	OB domain-containing protein
OG0012951	Td00001aa008722_T001	OCRE domain-containing protein
OG0010185	Td00001aa008723_T002	Auxin response factor
OG0022207	Td00001aa008724_T001	"Reticulon-4-interacting protein 1, mitochondrial"
OG0005918	Td00001aa008725_T001	Zinc finger CCCH domain-containing protein 19
OG0019529	Td00001aa008726_T002	Nuclear pore complex protein Nup85
OG0000807	Td00001aa008728_T001	dolichyl-diphosphooligosaccharide--protein glycotransferase
OG0012957	Td00001aa008729_T001	Carotenoid cleavage dioxygenase 8
OG0007771	Td00001aa008730_T002	"mannan endo-1,4-beta-mannosidase"
OG0005917	Td00001aa008731_T001	Plant-specific domain TIGR01615 family protein
OG0018223	Td00001aa008732_T001	dihydroorotase
OG0012956	Td00001aa008733_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0018222	Td00001aa008734_T001	RNA-binding S4 domain-containing protein
OG0015663	Td00001aa008735_T001	VQ domain-containing protein
OG0013296	Td00001aa008736_T001	Dynamin-related protein 5A
OG0012955	Td00001aa008737_T003	Homeodomain-like transcription factor superfamily protein
OG0015662	Td00001aa008739_T001	Phytocyanin domain-containing protein
OG0020381	Td00001aa008740_T001	Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein
OG0013531	Td00001aa008741_T001	Senescence regulator
OG0000975	Td00001aa008742_T001	GDSL esterase/lipase
OG0013530	Td00001aa008743_T002	MAP kinase kinase kinase47
OG0007770	Td00001aa008744_T001	Protein HEADING DATE
OG0010189	Td00001aa008745_T004	MACPF domain-containing protein
OG0012954	Td00001aa008746_T001	"Proton-dependent oligopeptide transporter family, MFS transporter superfamily"
OG0020530	Td00001aa008748_T001	Forkhead box protein like
OG0022114	Td00001aa008749_T002	"50S ribosomal protein L13, chloroplastic"
OG0052293	Td00001aa008750_T002	Heat shock transcription factor
OG0007769	Td00001aa008751_T001	Trehalose-6-phosphate synthase6
OG0003578	Td00001aa008752_T001	Transcription repressor
OG0010803	Td00001aa008753_T001	Sugar phosphate transporter domain-containing protein
OG0013297	Td00001aa008754_T002	Putative WRKY transcription factor 69
OG0010187	Td00001aa008755_T001	Cellulose synthase
OG0015660	Td00001aa008756_T001	Receptor-like protein 51
OG0020380	Td00001aa008757_T002	NFACT RNA-binding domain-containing protein
OG0007763	Td00001aa008758_T001	non-specific serine/threonine protein kinase
OG0004529	Td00001aa008759_T001	Neuronal acetylcholine receptor subunit alpha-5
OG0020379	Td00001aa008761_T002	THH1/TOM1/TOM3 domain-containing protein
OG0012953	Td00001aa008763_T002	Fungal lipase-like domain-containing protein
OG0024585	Td00001aa008764_T001	3-hydroxyisobutyryl-CoA hydrolase
OG0004528	Td00001aa008765_T001	Ethylene-responsive transcription factor 2
OG0016176	Td00001aa008766_T005	lipid-A-disaccharide synthase
OG0015657	Td00001aa008767_T004	GTP-binding TypA/BipA
OG0010186	Td00001aa008768_T002	Casein kinase substrate phosphoprotein PP28 domain-containing protein
OG0052295	Td00001aa008769_T001	Transcription factor VOZ1
OG0005919	Td00001aa008770_T004	Golgin candidate 1
OG0000412	Td00001aa008771_T006	CK1 includes the casein kinase 1 kinases
OG0010190	Td00001aa008772_T001	Non-haem dioxygenase N-terminal domain-containing protein
OG0005920	Td00001aa008773_T001	p-loop nucleoside triphosphate hydrolase superfamily protein with CH (Calponin Homology) domain
OG0015664	Td00001aa008774_T001	Histidine-containing phosphotransfer protein
OG0005921	Td00001aa008775_T003	Lon N-terminal domain-containing protein
OG0010192	Td00001aa008778_T004	tryptophan--tRNA ligase
OG0022310	Td00001aa008779_T001	Pectinesterase
OG0005922	Td00001aa008780_T001	IQ-domain 25
OG0022115	Td00001aa008781_T002	Phosphotransferase
OG0002504	Td00001aa008782_T004	Protein kinase domain-containing protein
OG0012958	Td00001aa008783_T001	"3-hydroxyisobutyrate dehydrogenase-like 1, mitochondrial"
OG0007772	Td00001aa008784_T003	Auxin-responsive protein
OG0018224	Td00001aa008787_T001	TF-B3 domain-containing protein
OG0012960	Td00001aa008788_T001	Protein kinase domain-containing protein
OG0024584	Td00001aa008789_T014	Glutamate carboxypeptidase 2
OG0012961	Td00001aa008790_T003	Glutamate carboxypeptidase 2
OG0015665	Td00001aa008791_T002	Formin-like protein 18
OG0000323	Td00001aa008792_T002	Profilin
OG0010195	Td00001aa008793_T002	X8 domain-containing protein
OG0010197	Td00001aa008794_T001	Haloacid dehalogenase-like hydrolase family protein
OG0010196	Td00001aa008795_T001	Oxidative stress 3
OG0010198	Td00001aa008796_T001	Dual specificity protein phosphatase DSP8
OG0002505	Td00001aa008797_T003	ATP-dependent 6-phosphofructokinase
